@@185190	##	fo
As	as	csa
one	one	mc1
of	of	io
Europe	europe	np1
's	's	ge
most	most	rgt
durable	durable	jj
dictators	dictator	nn2
,	,	y
Spain	spain	np1
's	's	ge
Generalissimo	generalissimo	nnb
Francisco	francisco	np1
Franco	franco	np1
entertains	entertain	vvz
a	a	at1
deep-seated	deep-seated	jj
distrust	distrust	nn1
for	for	if
the	the	at
helter-skelter	helter-skelter	nn1
ways	way	nn2
of	of	io
democracy	democracy	nn1
.	.	y
Last	last	md
week	week	nnt1
he	he	pphs1
made	make	vvd
it	it	pph1
plain	plain	jj_rr@
that	that	cst
he	he	pphs1
wants	want	vvz
none	none	pn
of	of	io
it	it	pph1
in	in	ii_rp@
Spanish	spanish	jj
Morocco	morocco	np1_nn1%
.	.	y
<P>	<p>	null	
"	"	"
Precisely	precisely	rr
because	because	cs
we	we	ppis2
know	know	vv0
and	and	cc
love	love	vv0
the	the	at
Moroccan	moroccan	jj_nn1
people	people	nn
,	,	y
"	"	"
said	say	vvd
Franco	franco	np1
,	,	y
"	"	"
we	we	ppis2
are	be	vbr
in	in	ii
a	a	at1
better	better	jjr
position	position	nn1
to	to	to
realize	realize	vvi
how	how	rgq@_rrq
disastrous	disastrous	jj
it	it	pph1
would	would	vm
be	be	vbi
for	for	if
their	their	appge
future	future	nn1_jj
and	and	cc
the	the	at
attainment	attainment	nn1
and	and	cc
preservation	preservation	nn1
of	of	io
their	their	appge
independence	independence	nn1
if	if	cs
the	the	at
trickery	trickery	nn1
and	and	cc
internal	internal	jj
strife	strife	nn1
of	of	io
political	political	jj
parties	party	nn2
after	after	ii_cs
the	the	at
European	european	jj
model	model	nn1
were	be	vbdr
transplanted	transplant	vvn
to	to	ii
that	that	dd1
territory	territory	nn1
.	.	y
"	"	"
He	he	pphs1
added	add	vvd
,	,	y
"	"	"
Nobody	nobody	pn1
should	should	vm
be	be	vbi
puzzled	puzzle	vvn%_jj
over	over	ii_rp
why	why	rrq
we	we	ppis2
should	should	vm
not	not	xx
want	want	vvi
for	for	if
the	the	at
Moroccans	moroccan	nn2
something	something	pn1
which	which	ddq
is	be	vbz
repugnant	repugnant	jj
to	to	ii
ourselves	ourselves	ppx2
.	.	y
"	"	"
