@@190176	##	fo
U.N	un	np1
.	.	y
member	member	nn1
nations	nation	nn2
continued	continue	vvd_vvn
to	to	to
respond	respond	vvi
to	to	ii
the	the	at
Security	security	nn1
Council	council	nn1
's	's	ge
appeal	appeal	nn1
for	for	if
armed	armed	jj
forces	force	nn2
to	to	to
serve	serve	vvi
in	in	ii
Korea	korea	np1
.	.	y
<P>	<p>	null	
In	in	ii
the	the	at
Philippines	philippines	np2_np
,	,	y
which	which	ddq
had	have	vhd
offered	offer	vvn
5,000	5,000	mc
men	man	nn2
to	to	ii
General	general	nnb
MacArthur	macarthur	np1
,	,	y
20	20	mc
Congressmen	congressmen	nn2_np1
resolved	resolve	vvn_vvd
to	to	to
go	go	vvi
along	along	ii21
with	with	ii22
the	the	at
troops	troop	nn2
as	as	ii_csa
a	a	at1
committee	committee	nn1
.	.	y
Then	then	rt
they	they	pphs2
read	read	vv0_vvd
the	the	at
fine	fine	jj
print	print	nn1
of	of	io
their	their	appge
own	own	da
resolution	resolution	nn1
:	:	y
they	they	pphs2
had	have	vhd
agreed	agree	vvn
to	to	to
go	go	vvi
as	as	ii@_csa
combat	combat	nn1
infantrymen	infantryman	nn2
.	.	y
Nobody	nobody	pn1
backed	back	vvd_vvn
out	out	rp
,	,	y
but	but	ccb
,	,	y
a	a	at1
Congressional	congressional	jj
skeptic	skeptic	nn1
scoffed	scoff	vvd
:	:	y
"	"	"
Half	half	db
of	of	io
them	them	ppho2
will	will	vm
surely	surely	rr
flunk	flunk	vvi
the	the	at
physical	physical	jj
exams	exam	nn2
.	.	y
"	"	"
<P>	<p>	null	
Little	little	rr_jj_np1%
Siam	siam	np1
had	have	vhd
called	call	vvn
for	for	if
4,000	4,000	mc
volunteers	volunteer	nn2
to	to	to
fight	fight	vvi
in	in	ii
Korea	korea	np1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
books	book	nn2
were	be	vbdr
closed	close	vvn_jj
:	:	y
11,000	11,000	mc
had	have	vhd
volunteered	volunteer	vvn
.	.	y
Of	of	io
the	the	at
surplus	surplus	nn1_jj
,	,	y
the	the	at
government	government	nn1
said	say	vvd
comfortingly	comfortingly	rr
:	:	y
"	"	"
It	it	pph1
is	be	vbz
hoped	hope	vvn
that	that	cst
in	in	ii
the	the	at
future	future	nn1_jj
they	they	pphs2
will	will	vm
have	have	vhi
a	a	at1
chance	chance	nn1
to	to	to
serve	serve	vvi
.	.	y
"	"	"
