@@191469	##	fo
One	one	mc1
week	week	nnt1
ahead	ahead	ii21
of	of	ii22
time	time	nnt1
,	,	y
12,000	12,000	mc
Republicans	republican	nn2
in	in	ii
the	the	at
nation	nation	nn1
's	's	ge
capital	capital	nn1
jammed	jam	vvd@_vvn
Uline	uline	np1
Arena	arena	np1
to	to	to
buy	buy	vvi
a	a	at1
boxed	boxed	jj
chicken	chicken	nn1
supper	supper	nn1
,	,	y
gaze	gaze	nn1
at	at	ii
drum	drum	nn1
majorettes	majorette	nn2
and	and	cc
applaud	applaud	vv0
an	an	at1
aged	aged	jj
American	american	jj
Indian	indian	nn1@_jj
in	in	ii
spectacles	spectacle	nn2
and	and	cc
war	war	nn1
bonnet	bonnet	nn1
.	.	y
With	with	iw
partisan	partisan	jj
joy	joy	nn1
they	they	pphs2
listened	listen	vvd
to	to	ii
a	a	at1
series	series	nn
of	of	io
grim	grim	jj
,	,	y
lowbrow	lowbrow	vv0
political	political	jj
messages	message	nn2
reeking	reek	vvg
with	with	iw
campaign	campaign	nn1
clichs	clich	nn2_vvz
.	.	y
<P>	<p>	null	
The	the	at
man	man	nn1
of	of	io
the	the	at
evening	evening	nnt1
was	be	vbdz
Robert	robert	np1
Taft	taft	np1
,	,	y
whom	whom	pnqo
the	the	at
12,000	12,000	mc
partisans	partisan	nn2
seemed	seem	vvd
to	to	to
want	want	vvi
for	for	if
their	their	appge
presidential	presidential	jj
candidate	candidate	nn1
in	in	ii
1952	1952	mc
.	.	y
The	the	at
man	man	nn1
who	who	pnqs
electrified	electrify	vvd
the	the	at
crowd	crowd	nn1
,	,	y
however	however	rr
,	,	y
was	be	vbdz
Senator	senator	nnb
Joe	joe	np1
McCarthy	mccarthy	np1
,	,	y
who	who	pnqs
vowed	vow	vvd
:	:	y
"	"	"
The	the	at
Republican	republican	nn1_jj@
Party	party	nn1
has	have	vhz
a	a	at1
mandate	mandate	nn1
to	to	to
stand	stand	vvi
as	as	ii
a	a	at1
solid	solid	jj
wall	wall	nn1
against	against	ii
the	the	at
slow	slow	jj
poison	poison	nn1
of	of	io
Socialism	socialism	nn1
and	and	cc
the	the	at
dagger	dagger	nn1
death	death	nn1
of	of	io
Communism	communism	nn1
.	.	y
"	"	"
Lincoln	lincoln	np1
got	get	vvd
the	the	at
homage	homage	nn1
,	,	y
Taft	taft	np1
got	get	vvd
the	the	at
respect	respect	nn1
,	,	y
Joe	joe	np1
McCarthy	mccarthy	np1
got	get	vvd
the	the	at
cheers	cheers	nn2@
.	.	y
