@@163027	##	fo
The	the	at
Communist	communist	jj
Party	party	nn1
of	of	io
Florence	florence	np1
is	be	vbz
flat	flat	rr@_jj
broke	break	vvn
.	.	y
Last	last	md
week	week	nnt1
,	,	y
Comrade	comrade	nnb
Gino	gino	np1
Mazzoni	mazzoni	np1
came	come	vvd
forth	forth	rr
with	with	iw
a	a	at1
brand-new	brand-new	jj
project	project	nn1
designed	design	vvn_vvd
to	to	to
achieve	achieve	vvi
solvency	solvency	nn1
:	:	y
let	let	vv0
each	each	dd1
farmer	farmer	nn1
in	in	ii
the	the	at
country	country	nn1
around	around	ii
Florence	florence	np1
select	select	vv0
the	the	at
most	most	rgt
promising	promising	jj
chick	chick	nn1
in	in	ii
his	his	appge
flock	flock	nn1
,	,	y
raise	raise	vv0
it	it	pph1
carefully	carefully	rr
until	until	cs_ii@
ready	ready	jj
for	for	if
marketing	marketing	nn1
,	,	y
and	and	cc
remit	remit	vv0
the	the	at
proceeds	proceed	nn2
to	to	ii
the	the	at
party	party	nn1
exchequer	exchequer	nn1
.	.	y
While	while	cs
the	the	at
choice	choice	nn1_jj@
Communist	communist	jj_nn1@
chick	chick	nn1
is	be	vbz
being	be	vbg
fattened	fatten	vvn@
,	,	y
added	add	vvd_jj
Gino	gino	np1_nn1
brightly	brightly	rr
,	,	y
it	it	pph1
might	might	vm
be	be	vbi
nice	nice	jj
to	to	to
distinguish	distinguish	vvi
it	it	pph1
from	from	ii
its	its	appge
leaner	lean	jjr
non-Communist	non-communist	jj
brethren	brother	nn2
by	by	ii
tying	tie	vvg
around	around	rp_ii
its	its	appge
neck	neck	nn1
a	a	at1
bright	bright	jj
red	red	jj_nn1
ribbon	ribbon	nn1
.	.	y
