@@201961	##	fo
After	after	cs_ii
bitter	bitter	jj
storm	storm	nn1
and	and	cc
snow	snow	nn1
struck	strike	vvd_vvn
much	much	da1
of	of	io
the	the	at
drought	drought	nn1
belt	belt	nn1
this	this	dd1
month	month	nnt1
,	,	y
forlorn	forlorn	jj
farmers	farmer	nn2
held	hold	vvd_vvn
out	out	rp
the	the	at
bright	bright	jj
hope	hope	nn1
that	that	cst
the	the	at
weather	weather	nn1
cycle	cycle	nn1
might	might	vm
have	have	vhi
turned	turn	vvn
for	for	rr21
good	good	rr22
.	.	y
Last	last	md
week	week	nnt1
U.S.	u.s.-	np1
Weather	weather	nn1
Bureau	bureau	nn1
long-range	long-range	jj
forecasters	forecaster	nn2
brightened	brighten	vvd_vvn
the	the	at
hope	hope	nn1
even	even	rr
more	more	rrr_dar
,	,	y
reported	report	vvd_vvn
that	that	cst_dd1
"	"	"
recent	recent	jj
upper-air	upper-air	jj_nn1
circulation	circulation	nn1
patterns	pattern	nn2
are	be	vbr
changing	change	vvg_jj
.	.	y
.	.	y
.	.	y
the	the	at
severe	severe	jj
drought	drought	nn1
may	may	vm
not	not	xx
return	return	vvi
in	in	ii
the	the	at
coming	come	jj@_vvg_nn1@
growing	growing	jj
season	season	nnt1
.	.	y
"	"	"
Meaning	meaning	nn1_vvg
:	:	y
bigger	big	jjr
crops	crop	nn2
,	,	y
happier	happy	jjr
farmers	farmer	nn2
.	.	y
Probable	probable	jj
consequences	consequence	nn2
:	:	y
more	more	dar
surpluses	surplus	nn2
and	and	cc
plenty	plenty	pn
of	of	io
new	new	jj
headaches	headache	nn2
for	for	if
Agriculture	agriculture	nn1
Secretary	secretary	nn1_np1@
Ezra	ezra	np1
Taft	taft	np1
Benson	benson	np1
.	.	y
