@@196675	##	fo
Australian	australian	jj
girls	girl	nn2
are	be	vbr
very	very	rg
fine	fine	jj
girls	girl	nn2
,	,	y
Look	look	vv0
away	away	rl
,	,	y
look	look	vv0
away	away	rl
!	!	!
With	with	iw
codfish	codfish	nn
bones	bone	nn2
they	they	pphs2
comb	comb	vv0
their	their	appge
curls	curl	nn2
,	,	y
Look	look	vv0
away	away	rl
.	.	y
<P>	<p>	null	
So	so	rr
urges	urge	vvz
the	the	at
old	old	jj
sea	sea	nn1
chantey	chantey	nn1
.	.	y
Last	last	md
week	week	nnt1
Commonwealth	commonwealth	nn1
Statistician	statistician	np1_nn1	
S.	s.-a	np1
R.	r.-he	np1
Carver	carver	np1
revealed	reveal	vvd
another	another	dd1
interesting	interesting	jj
fact	fact	nn1
about	about	ii
Australian	australian	jj
girls	girl	nn2
:	:	y
seven	seven	mc
out	out	ii21
of	of	ii22
every	every	at1
ten	ten	mc
of	of	io
Australia	australia	np1
's	's	ge
teen-age	teen-age	jj
mothers	mother	nn2
in	in	ii
1951	1951	mc
conceived	conceive	vvd
their	their	appge
first	first	md
babies	baby	nn2
without	without	iw
benefit	benefit	nn1
of	of	io
marriage	marriage	nn1
;	;	y
28%	28%	nnu
of	of	io
all	all	db
the	the	at
year	year	nnt1
's	's	ge
firstborn	firstborn	jj_nn1
children	child	nn2
were	be	vbdr
conceived	conceive	vvn
out	out	ii21
of	of	ii22
wedlock	wedlock	nn1
.	.	y
