@@677817	##	fo
txt	txt	nnu
Objects	object	nn2
to	to	ii
Street	street	nn1
Opening	opening	nn1_vvg
Tax	tax	nn1
.	.	y
Will	will	vm_vv0%
some	some	pn121
one	one	pn122
conversant	conversant	jj
with	with	iw
such	such	da
matters	matter	nn2
enlighten	enlighten	vv0
me	me	ppio1
as	as	csa
to	to	ii
why	why	rrq
the	the	at
city	city	nn1
can	can	vm
charge	charge	vvi
$36	$36	nnu
for	for	if
a	a	at1
"	"	"
permit	permit	nn1@_vv0
"	"	"
to	to	to
cut	cut	vvi
a	a	at1
hole	hole	nn1
one	one	mc1
and	and	cc
a	a	at1
half	half	db_nn1@
yards	yard	nn2
long	long	rr_vv0@
by	by	ii
one	one	mc1
yard	yard	nn1
wide	wide	rr@_jj_nn1%
in	in	bcl21
order	order	bcl22
to	to	to
remove	remove	vvi
some	some	dd
obstruction	obstruction	nn1
in	in	ii
the	the	at
pipes	pipe	nn2
,	,	y
preventing	prevent	vvg
the	the	at
flow	flow	nn1
of	of	io
water	water	nn1
to	to	ii
one	one	pn1_mc1
's	's	ge
premises	premise	nn2
?	?	y
When	when	cs
the	the	at
water	water	nn1
tax	tax	nn1
is	be	vbz
paid	pay	vvn
,	,	y
is	be	vbz
it	it	pph1
not	not	xx
the	the	at
duty	duty	nn1
of	of	io
the	the	at
city	city	nn1
to	to	to
keep	keep	vvi
its	its	appge
water	water	nn1
mains	mains	nn1
free	free	jj_vv0@
from	from	ii
foreign	foreign	jj
substances	substance	nn2
which	which	ddq
will	will	vm
interfere	interfere	vvi
with	with	iw
the	the	at
water	water	nn1
supply	supply	nn1
of	of	io
private	private	jj
citizens	citizen	nn2
.	.	y
An	an	at1
eel	eel	nn
gets	get	vvz
into	into	ii
the	the	at
water	water	nn1
main	main	nn1@_jj
and	and	cc
cuts	cut	vvz_nn2
off	off	ii_rp
the	the	at
water	water	nn1
supply	supply	nn1_vv0
,	,	y
for	for	if
two	two	mc
days	day	nnt2
,	,	y
from	from	ii
a	a	at1
private	private	jj
house	house	nn1
.	.	y
An	an	at1
opening	opening	nn1
,	,	y
of	of	io
the	the	at
dimensions	dimension	nn2
above	above	rl_ii
named	name	vvd_vvn_jj@
,	,	y
is	be	vbz
made	make	vvn
in	in	ii
the	the	at
opposite	opposite	jj
side	side	nn1
of	of	io
the	the	at
street	street	nn1
,	,	y
and	and	cc
before	before	cs_ii
this	this	dd1
opening	opening	nn1
Is	be	vbz
made	make	vvn
,	,	y
the	the	at
city	city	nn1
demands	demand	vvz@_nn2
$36	$36	nnu
.	.	y
Is	be	vbz
it	it	pph1
lawful	lawful	jj
?	?	y
