@@349133	##	fo
MOST	most	dat
OUTBREAKS	outbreak	nn2	
OF	of	io
FOOD	food	nn1
POISONING	poison	nn1_vvg
ARE	be	vbr
TRACED	trace	vvn	
to	to	ii
contaminated	contaminated	jj@
meat	meat	nn1
.	.	y
Federal	federal	jj
investigators	investigator	nn2
have	have	vh0
now	now	rt
identified	identify	vvn_vvd@
another	another	dd1
potential	potential	jj_nn1
culprit	culprit	nn1
:	:	y
fresh	fresh	jj
apple	apple	nn1
cider	cider	nn1
,	,	y
the	the	at
kind	kind	nn1
sold	sell	vvn_vvd
at	at	ii
roadside	roadside	nn1
stands	stand	nn2_vvz
or	or	cc
refrigerated	refrigerate	vvd
in	in	ii
plastic	plastic	nn1
jugs	jug	nn2
.	.	y
Tracking	track	vvg@_nn1
a	a	at1
1991	1991	mc
Massachusetts	massachusetts	np1
outbreak	outbreak	nn1
of	of	io
infection	infection	nn1
with	with	iw
dangerous	dangerous	jj
E.	e.	np1_nd1@
coli	col	nn2
bacteria	bacterium	nn2
,	,	y
researchers	researcher	nn2
discovered	discover	vvd
that	that	cst
most	most	dat
of	of	io
the	the	at
23	23	mc
victims	victim	nn2
drank	drink	vvd
unpasteurized	unpasteurized	jj
,	,	y
unpreserved	unpreserved	jj
cider	cider	nn1
purchased	purchase	vvn_vvd
at	at	ii
a	a	at1
local	local	jj
farm	farm	nn1
stand	stand	nn1_vv0
.	.	y
Scientists	scientist	nn2
warn	warn	vv0
that	that	cst
some	some	dd
small	small	jj
cider	cider	nn1
mills	mill	nn2
do	do	vd0
not	not	xx
carefully	carefully	rr
wash	wash	vvi
and	and	cc
scrub	scrub	vvi
their	their	appge
apples	apple	nn2
,	,	y
which	which	ddq
may	may	vm
have	have	vhi
dropped	drop	vvn
to	to	ii
the	the	at
ground	ground	nn1
and	and	cc
been	be	vbn
tainted	taint	vvn
with	with	iw
animal	animal	nn1
droppings	dropping	nn2
.	.	y
The	the	at
drink	drink	nn1
had	have	vhd
been	be	vbn
thought	think	vvn
safe	safe	jj_nn1@
because	because	ii21
of	of	ii22
its	its	appge
acidity	acidity	nn1
,	,	y
but	but	ccb
researchers	researcher	nn2
found	find	vvd_vvn
that	that	cst
E.	e.	np1
coli	col	nn2
can	can	vm
live	live	vvi
for	for	if
20	20	mc
days	day	nnt2
in	in	ii
fresh-pressed	fresh-pressed	jj_nn1
cider	cider	nn1
.	.	y
