@@349137	##	fo
The	the	at
green	green	nn1
may	may	vm
finally	finally	rr
have	have	vhi
risen	rise	vvn
to	to	ii
the	the	at
top	top	nn1_jj
.	.	y
Buying	buy	vvg
the	the	at
argument	argument	nn1
that	that	cst
the	the	at
move	move	nn1
would	would	vm
give	give	vvi
the	the	at
U.S.	u.s.-	np1
more	more	rrr_dar
clout	clout	vv0_nn1
in	in	ii_rp@
debates	debate	nn2
with	with	iw
environmental	environmental	jj
ministers	minister	nn2
from	from	ii
other	other	jj
countries	country	nn2
,	,	y
the	the	at
Senate	senate	nn1
voted	vote	vvd_vvn
to	to	to
elevate	elevate	vvi
the	the	at
Environmental	environmental	jj
Protection	protection	nn1
Agency	agency	nn1
to	to	ii
Cabinet	cabinet	nn1
level	level	nn1
.	.	y
The	the	at
measure	measure	nn1
was	be	vbdz
sent	send	vvn
to	to	ii
the	the	at
House	house	nn1
,	,	y
where	where	cs_rrq
it	it	pph1
died	die	vvd
last	last	md
year	year	nnt1
because	because	ii21
of	of	ii22
objections	objection	nn2
to	to	ii
a	a	at1
Republican	republican	nn1_jj@
amendment	amendment	nn1
requiring	require	vvg
government	government	nn1
compensation	compensation	nn1
to	to	ii
property	property	nn1
owners	owner	nn2
affected	affect	vvn
by	by	ii
environmental	environmental	jj
restrictions	restriction	nn2
.	.	y
This	this	dd1
year	year	nnt1
the	the	at
controversial	controversial	jj
amendment	amendment	nn1
was	be	vbdz
dropped	drop	vvn
,	,	y
improving	improve	vvg
the	the	at
odds	odds	nn2
significantly	significantly	rr
,	,	y
though	though	cs
it	it	pph1
's	be	vbz
still	still	rr
not	not	xx
a	a	at1
sure	sure	jj
shot	shot	nn1
.	.	y
