@@344747	##	fo
It	it	pph1
was	be	vbdz
a	a	at1
rough	rough	jj
week	week	nnt1
for	for	if
Italian	italian	jj_nn1
saints	saint	nn2
.	.	y
To	to	to
start	start	vvi
with	with	iw
,	,	y
scientists	scientist	nn2
in	in	ii
Milan	milan	np1
announced	announce	vvd
that	that	cst
a	a	at1
mixture	mixture	nn1
of	of	io
iron	iron	nn1
chloride	chloride	nn1
and	and	cc
calcium	calcium	nn1
carbonate	carbonate	nn1
,	,	y
which	which	ddq
looks	look	vvz
like	like	ii
dried	dried	jj
blood	blood	nn1
,	,	y
can	can	vm
duplicate	duplicate	vvi
a	a	at1
phenomenon	phenomenon	nn1
that	that	cst_dd1
has	have	vhz
long	long	rr
been	be	vbn
regarded	regard	vvn
as	as	ii
the	the	at
miracle	miracle	nn1
of	of	io
ST	st	np1
.	.	y
JANUARIUS	januarius	np1_nn1	
.	.	y
A	a	at1
vial	vial	nn1
believed	believe	vvd_vvn
to	to	to
contain	contain	vvi
blood	blood	nn1
from	from	ii
the	the	at
4th	4th	md
century	century	nnt1
priest	priest	nn1
is	be	vbz
kept	keep	vvn
in	in	ii
Naples	naples	np1
,	,	y
where	where	rrq
several	several	da2
times	time	nnt2
a	a	at1
year	year	nnt1
the	the	at
contents	content	nn2
spontaneously	spontaneously	rr
liquefy	liquefy	vv0
and	and	cc
then	then	rt
return	return	vv0
to	to	ii
a	a	at1
powdery	powdery	jj
state	state	nn1
.	.	y
The	the	at
researchers	researcher	nn2
,	,	y
who	who	pnqs
demonstrated	demonstrate	vvd
the	the	at
same	same	da
phenomenon	phenomenon	nn1
with	with	iw
the	the	at
chemical	chemical	jj_nn1
compound	compound	nn1
,	,	y
speculate	speculate	vv0
that	that	cst
a	a	at1
chemist	chemist	nn1
may	may	vm
have	have	vhi
concocted	concoct	vvn
a	a	at1
hoax	hoax	nn1
.	.	y
The	the	at
next	next	md
day	day	nnt1
,	,	y
in	in	ii
Padua	padua	np1
,	,	y
four	four	mc
masked	masked	jj
thieves	thief	nn2
broke	break	vvd
into	into	ii
the	the	at
basilica	basilica	nn1
and	and	cc
stole	steal	vvd
a	a	at1
gold-plated	gold-plated	nn1_jj
,	,	y
jewel-encrusted	jewel-encrusted	jj_nn1
reliquary	reliquary	nn1
.	.	y
It	it	pph1
contained	contain	vvd
the	the	at
jaw	jaw	nn1
and	and	cc
teeth	tooth	nn2
of	of	io
ST	st	np1
.	.	y
ANTHONY	anthony	np1
.	.	y
