@@347541	##	fo
For	for	if
a	a	at1
few	few	da2
days	day	nnt2
,	,	y
it	it	pph1
looked	look	vvd
as	as	cs21
if	if	cs22
the	the	at
on-again-off-again	on-again-off-again	rt
negotiations	negotiation	nn2
for	for	if
a	a	at1
worldwide	worldwide	jj
trade	trade	nn1
accord	accord	nn1_vv0
,	,	y
as	as	ii
part	part	nn1
of	of	io
the	the	at
Uruguay	uruguay	np1
Round	round	nn1@_jj
of	of	io
GATT	gatt	np1
talks	talk	nn2_vvz@
,	,	y
were	be	vbdr
finally	finally	rr
coming	come	vvg
to	to	ii
an	an	at1
end	end	nn1
.	.	y
High-level	high-level	jj
U.S.	u.s.-	np1
and	and	cc
E.C	ec	np1
.	.	y
leaders	leader	nn2
were	be	vbdr
said	say	vvn@
to	to	to
be	be	vbi
ever	ever	rg21
so	so	rg22
close	close	rr_jj
to	to	ii
signing	sign	vvg
an	an	at1
agreement	agreement	nn1
.	.	y
They	they	pphs2
were	be	vbdr
n't	n't	xx
close	close	rr@_jj_vv0
enough	enough	rr_dd
.	.	y
At	at	ii
the	the	at
last	last	md
minute	minute	nnt1
the	the	at
talks	talk	nn2
foundered	founder	vvd_vvn@
on	on	ii
the	the	at
same	same	da
sensitive	sensitive	jj
issue	issue	nn1
that	that	cst_dd1
has	have	vhz
persistently	persistently	rr
stymied	stymie	vvn
negotiators	negotiator	nn2
:	:	y
farm	farm	nn1
subsidies	subsidy	nn2
.	.	y
Unless	unless	cs
France	france	np1
reverses	reverse	vvz
its	its	appge
rigid	rigid	jj
opposition	opposition	nn1
to	to	ii
European	european	jj
concessions	concession	nn2
,	,	y
it	it	pph1
appears	appear	vvz
that	that	cst
a	a	at1
trade	trade	nn1
pact	pact	nn1
,	,	y
if	if	cs
one	one	pn1
is	be	vbz
ever	ever	rr
signed	sign	vvn_vvd
,	,	y
will	will	vm
come	come	vvi
too	too	rg
late	late	jj_rr
to	to	to
bolster	bolster	vvi
George	george	np1
Bush	bush	np1
's	's	ge
election	election	nn1
prospects	prospect	nn2
.	.	y
