@@347741	##	fo
Little	little	rr_jj
wonder	wonder	vv0_nn1_jj@
employees	employee	nn2
hate	hate	vv0
Mondays	mondays	npd2
.	.	y
The	the	at
risk	risk	nn1
of	of	io
having	have	vhg
a	a	at1
heart	heart	nn1
attack	attack	nn1
on	on	ii
that	that	dd1
day	day	nnt1
is	be	vbz
40%	40%	nnu
higher	high	jjr
than	than	csn
on	on	ii
the	the	at
other	other	jj
days	day	nnt2
of	of	io
the	the	at
week	week	nnt1
,	,	y
German	german	jj_nn1
researchers	researcher	nn2
reported	report	vvn_vvd
to	to	ii
a	a	at1
New	new	np1
Orleans	orleans	np1
meeting	meeting	nn1
of	of	io
the	the	at
American	american	jj
Heart	heart	nn1
Association	association	nn1
.	.	y
Heading	head	vvg
back	back	rp
to	to	ii
the	the	at
office	office	nn1
may	may	vm
severely	severely	rr
increase	increase	vvi
mental	mental	jj
and	and	cc
physical	physical	jj
stress	stress	nn1
,	,	y
scientists	scientist	nn2
speculate	speculate	vv0
.	.	y
Heart	heart	nn1
problems	problem	nn2
might	might	vm
also	also	rr
be	be	vbi
triggered	trigger	vvn
by	by	ii
heavy	heavy	jj
weekend	weekend	nnt1
drinking	drinking	nn1_vvg
.	.	y
No	no	at_uh
explanation	explanation	nn1
,	,	y
though	though	cs_rr@
,	,	y
as	as	ii21_csa
to	to	ii22_ii
why	why	rrq
the	the	at
second	second	md
riskiest	risky	jjt
day	day	nnt1
for	for	if
worker	worker	nn1
heart	heart	nn1
attacks	attack	nn2
is	be	vbz
Thursday	thursday	npd1
.	.	y
Too	too	rg_rr@
excited	excite	jj_vvn@
about	about	ii
Friday	friday	npd1
,	,	y
perhaps	perhaps	rr
?	?	y
