@@351588	##	fo
The	the	at
literary	literary	jj
output	output	nn1
of	of	io
Albanian	albanian	jj
leader	leader	nn1
Enver	enver	np1_nn1	
Hoxha	hoxha	np1
,	,	y
the	the	at
world	world	nn1
's	's	ge
most	most	rgt
avidly	avidly	rr
Stalinist	stalinist	jj
ruler	ruler	nn1
until	until	cs_ii@
his	his	appge
death	death	nn1
in	in	ii
1985	1985	mc
,	,	y
is	be	vbz
broad	broad	jj
in	in	ii
reach	reach	nn1
;	;	y
a	a	at1
set	set	nn1
of	of	io
his	his	appge
collected	collect	jj@
works	work	nn
sprawls	sprawl	vvz
across	across	ii
a	a	at1
good	good	jj
meter	meter	nn1
of	of	io
bookshelf	bookshelf	nn1
.	.	y
But	but	ccb
the	the	at
public	public	nn1
's	's	ge
appetite	appetite	nn1
never	never	rr
matched	match	vvn_vvd@
the	the	at
government	government	nn1
's	's	ge
passion	passion	nn1
for	for	if
printing	print	vvg
the	the	at
dictator	dictator	nn1
's	's	ge
often	often	rr
paranoid	paranoid	jj
musings	musings	nn2
on	on	ii
Albania	albania	np1
's	's	ge_vbz
sole	sole	jj
true	true	jj
path	path	nn1
to	to	ii
proletariat	proletariat	nn1
rule	rule	nn1
and	and	cc
his	his	appge
lonely	lonely	jj
struggle	struggle	nn1
against	against	ii
nonbelievers	nonbelievers	vvz
.	.	y
Since	since	cs
the	the	at
1991	1991	mc
fall	fall	nn1
of	of	io
the	the	at
communist	communist	jj
government	government	nn1
,	,	y
some	some	dd
of	of	io
Hoxha	hoxha	np1
's	's	ge
tracts	tract	nn2
have	have	vh0
been	be	vbn
recycled	recycle	vvn
as	as	csa_ii@
housing	house	vvg_nn1
insulation	insulation	nn1
,	,	y
but	but	ccb
at	at	rr21
least	least	rr22
600	600	mc
tons	ton	nnu2
of	of	io
the	the	at
books	book	nn2
are	be	vbr
moldering	molder	vvg
expensively	expensively	rr
in	in	ii
Albanian	albanian	jj
warehouses	warehouse	nn2
.	.	y
Last	last	md
week	week	nnt1
the	the	at
government	government	nn1
announced	announce	vvd_vvn
a	a	at1
solution	solution	nn1
:	:	y
millions	millions	m
of	of	io
volumes	volume	nn2
will	will	vm
be	be	vbi
reprocessed	reprocess	vvn
into	into	ii
cardboard	cardboard	nn1_jj
.	.	y
The	the	at
dustbin	dustbin	nn1
for	for	if
his	his	appge
history	history	nn1
draws	draw	vvz_nn2
closer	closer	rrr_jjr
.	.	y
