@@361202	##	fo
Long	long	rr_jj
famous	famous	jj
for	for	if
his	his	appge
lack	lack	nn1
of	of	io
interest	interest	nn1
in	in	ii
male-female	male-female	jj_nn1
duets	duet	nn2
,	,	y
Mark	mark	np1
Morris	morris	np1
has	have	vhz
had	have	vhn
a	a	at1
change	change	nn1
of	of	io
heart	heart	nn1
:	:	y
The	the	at
Argument	argument	nn1
,	,	y
a	a	at1
witty	witty	jj
,	,	y
oddly	oddly	rr
melancholy	melancholy	jj
study	study	nn1
in	in	ii
relationships	relationship	nn2
,	,	y
puts	put	vvz
three	three	mc
couples	couple	nn2
on	on	ii
stage	stage	nn1
,	,	y
accompanied	accompany	vvn
by	by	ii
Schumann	schumann	np1
's	's	ge
Five	five	mc
Pieces	piece	nn2
in	in	ii
Folk	folk	nn
Style	style	nn1
,	,	y
and	and	cc
shows	show	vvz
them	them	ppho2
not	not	xx
getting	get	vvg
along	along	rp
.	.	y
Sometimes	sometimes	rt
they	they	pphs2
grumble	grumble	vv0
,	,	y
sometimes	sometimes	rt
they	they	pphs2
quarrel	quarrel	vv0
 -- 	--	zz
and	and	cc
every	every	at1
once	once	rr
in	in	ii
a	a	at1
while	while	nnt1@_cs
they	they	pphs2
waltz	waltz	vv0@
,	,	y
gently	gently	rr
and	and	cc
sadly	sadly	rr
.	.	y
Performed	perform	vvn_vvd
in	in	ii
New	new	np1
York	york	np1
City	city	nn1
by	by	ii
a	a	at1
high-class	high-class	jj
cast	cast	nn1@_jj@
,	,	y
including	including	ii
Morris	morris	np1
,	,	y
cellist	cellist	nn1_jj@
Yo-Yo	yo-yo	np1
Ma	ma	nna
and	and	cc
Mikhail	mikhail	np1
Baryshnikov	baryshnikov	np1
,	,	y
The	the	at
Argument	argument	nn1
shows	show	vvz
that	that	cst
the	the	at
erstwhile	erstwhile	jj
bad	bad	jj
boy	boy	nn1
of	of	io
modern	modern	jj
dance	dance	nn1
just	just	rr
keeps	keep	vvz
getting	get	vvg
better	better	rrr_jjr
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Terry	terry	np1
Teachout	teachout	np1
