@@349135	##	fo
ALTHOUGH	although	cs
MANY	many	da2
YOUNG	young	jj
WOMEN	woman	nn2
OF	of	io
CHILDBEARING	childbearing	nn1	
age	age	nn1
are	be	vbr
treated	treat	vvn
for	for	if
depression	depression	nn1
,	,	y
no	no	pn121
one	one	pn122
is	be	vbz
sure	sure	jj
if	if	cs_csw@
it	it	pph1
is	be	vbz
safe	safe	jj
for	for	if
them	them	ppho2
to	to	to
take	take	vvi
their	their	appge
needed	need	vvd_vvn
medication	medication	nn1
during	during	ii
pregnancy	pregnancy	nn1
.	.	y
A	a	at1_zz1
new	new	jj
study	study	nn1
in	in	ii
the	the	at
Journal	journal	nn1
of	of	io
the	the	at
American	american	jj
Medical	medical	jj
Association	association	nn1
provides	provide	vvz
a	a	at1
mixed	mix	jj@
answer	answer	nn1
.	.	y
Researchers	researcher	nn2
followed	follow	vvd_vvn
women	woman	nn2
who	who	pnqs
became	become	vvd
pregnant	pregnant	jj
while	while	cs
receiving	receive	vvg_jj@
therapy	therapy	nn1
 -- 	--	nn1
either	either	rr
with	with	iw
Prozac	prozac	np1
,	,	y
a	a	at1
relatively	relatively	rr
new	new	jj
and	and	cc
extremely	extremely	rr
popular	popular	jj
drug	drug	nn1
,	,	y
or	or	cc
tricyclic	tricyclic	jj
antidepressants	antidepressant	nn2
,	,	y
an	an	at1
older	old	jjr
class	class	nn1
of	of	io
medication	medication	nn1
.	.	y
Women	woman	nn2
in	in	ii
both	both	db2
groups	group	nn2
bore	bore	vv0_vvd
the	the	at
same	same	da
small	small	jj
risk	risk	nn1
of	of	io
having	have	vhg
children	child	nn2
with	with	iw
serious	serious	jj
birth	birth	nn1
defects	defect	nn2
 -- 	--	nn1_jj
which	which	ddq
was	be	vbdz
no	no	at
higher	high	jjr
than	than	csn
it	it	pph1
is	be	vbz
for	for	if
women	woman	nn2
in	in	ii
the	the	at
general	general	jj_nn1
population	population	nn1
.	.	y
But	but	ccb
both	both	rr
groups	group	nn2
of	of	io
women	woman	nn2
on	on	ii
antidepressant	antidepressant	jj_nn1
medication	medication	nn1
showed	show	vvd
abnormally	abnormally	rr
high	high	jj
rates	rate	nn2
of	of	io
miscarriage	miscarriage	nn1
.	.	y
More	more	dar
study	study	nn1
is	be	vbz
needed	need	vvn
to	to	to
determine	determine	vvi
whether	whether	csw
the	the	at
medication	medication	nn1
or	or	cc
the	the	at
depression	depression	nn1
could	could	vm
be	be	vbi
bringing	bring	vvg
pregnancies	pregnancy	nn2
to	to	ii
a	a	at1
premature	premature	jj
end	end	nn1
.	.	y
