@@359797	##	fo
In	in	ii
four	four	mc
90-minute	90-minute	jj
episodes	episode	nn2
,	,	y
this	this	dd1
documentary	documentary	nn1
attempts	attempt	nn2_vvz@
to	to	to
tell	tell	vvi
the	the	at
story	story	nn1
of	of	io
slavery	slavery	nn1
from	from	ii
1619	1619	mc
,	,	y
when	when	cs_rrq
a	a	at1
ship	ship	nn1
carrying	carry	vvg
a	a	at1
cargo	cargo	nn1
of	of	io
Africans	african	nn2
arrived	arrive	vvn_vvd
at	at	ii
Jamestown	jamestown	np1
,	,	y
to	to	ii
the	the	at
election	election	nn1
of	of	io
Abraham	abraham	np1
Lincoln	lincoln	np1
in	in	ii
1860	1860	mc
.	.	y
The	the	at
material	material	nn1
is	be	vbz
inherently	inherently	rr
fascinating	fascinating	jj
,	,	y
and	and	cc
overall	overall	rr
the	the	at
producers	producer	nn2
have	have	vh0
done	do	vdn
a	a	at1
fine	fine	jj
job	job	nn1
of	of	io
presenting	present	vvg
it	it	pph1
,	,	y
combining	combine	vvg
historical	historical	jj
images	image	nn2
,	,	y
impressionistic	impressionistic	jj
re-enactments	re-enactment	nn2
,	,	y
interviews	interview	nn2
with	with	iw
historians	historian	nn2
and	and	cc
voice-over	voice-over	zz
readings	reading	nn2
of	of	io
letters	letter	nn2
and	and	cc
diaries	diary	nn2
(	(	y
the	the	at
narration	narration	nn1
is	be	vbz
spoken	speak	vvn
by	by	ii
Angela	angela	np1
Bassett	bassett	np1
)	)	y
.	.	y
If	if	cs
there	there	ex
's	be	vbz
a	a	at1
quibble	quibble	nn1
,	,	y
it	it	pph1
's	be	vbz
that	that	cst
the	the	at
re-enactments	re-enactment	nn2
,	,	y
done	do	vdn
in	in	ii
soft-focus	soft-focus	nn1_jj
and	and	cc
slow	slow	jj
motion	motion	nn1
,	,	y
are	be	vbr
overused	overuse	vvn_jj
,	,	y
and	and	cc
one	one	pn1
wishes	wish	vvz
for	for	if
a	a	at1
fuller	fuller	jjr
description	description	nn1
of	of	io
the	the	at
slaves	slave	nn2
'	'	ge
separate	separate	jj
culture	culture	nn1
.	.	y
Nevertheless	nevertheless	rr
,	,	y
the	the	at
viewer	viewer	nn1
will	will	vm
come	come	vvi
away	away	rl
with	with	iw
a	a	at1
vivid	vivid	jj
understanding	understanding	nn1
of	of	io
how	how	rrq
slavery	slavery	nn1
flourished	flourish	vvd_vvn@
in	in	ii
the	the	at
land	land	nn1
of	of	io
freedom	freedom	nn1
and	and	cc
what	what	ddq
costs	cost	vvz
it	it	pph1
imposed	impose	vvd
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
James	james	np1
Collins	collins	np1
