@@345439	##	fo
HELMUT	helmut	np1
KOHL	kohl	np1
has	have	vhz
a	a	at1
bone	bone	nn1
to	to	to
pick	pick	vvi
with	with	iw
BORIS	boris	np1
YELTSIN	yeltsin	np1
.	.	y
As	as	ii_csa
the	the	at
largest	large	jjt
contributor	contributor	nn1
of	of	io
economic	economic	jj
aid	aid	nn1
so	so	rg
far	far	rr
to	to	ii
the	the	at
troubled	trouble	jj
republics	republic	nn2
,	,	y
Germany	germany	np1
is	be	vbz
just	just	rr
a	a	at1
tad	tad	nn1
ticked	tick	vvd
off	off	rp
by	by	ii
U.S.	u.s.-	np1
intelligence	intelligence	nn1
reports	report	vvz_nn2
that	that	cst
the	the	at
old	old	jj
Soviet	soviet	jj
Union	union	nn1
continues	continue	vvz
to	to	to
briskly	briskly	rr
manufacture	manufacture	vvi
nuclear	nuclear	jj
weapons	weapon	nn2
.	.	y
Among	among	ii
them	them	ppho2
are	be	vbr
SS-18s	ss-18s	mc2
,	,	y
SS-	ss--	jj	
25s	25s	mc2
and	and	cc
SS-24s	ss-24s	mc2	
traditionally	traditionally	rr
aimed	aim	vvn_vvd
at	at	ii
Western	western	np1
Europe	europe	np1
.	.	y
How	how	rrq
come	come	vvn
?	?	y
Maybe	maybe	rr
no	no	pn121
one	one	pn122
remembered	remember	vvd_vvn
to	to	to
tell	tell	vvi
the	the	at
factories	factory	nn2
to	to	to
stop	stop	vvi
.	.	y
Whatever	whatever	ddqv
the	the	at
explanation	explanation	nn1
,	,	y
Chancellor	chancellor	nnb
Kohl	kohl	np1
intends	intend	vvz
to	to	to
do	do	vdi
something	something	pn1
about	about	ii
it	it	pph1
.	.	y
While	while	cs
he	he	pphs1
will	will	vm
continue	continue	vvi
providing	provide	vvg
emergency	emergency	nn1
rations	ration	nn2_vvz@
to	to	ii
the	the	at
republics	republic	nn2
this	this	dd1
winter	winter	nnt1
,	,	y
Germany	germany	np1
may	may	vm
halt	halt	vvi
financing	finance	nn1_vvg
and	and	cc
other	other	jj
long-term	long-term	jj
aid	aid	nn1
unless	unless	cs
they	they	pphs2
knock	knock	vv0
it	it	pph1
off	off	rp
.	.	y
