@@343060	##	fo
The	the	at
Defense	defense	nn1
Secretary	secretary	nn1
appears	appear	vvz
to	to	to
have	have	vhi
a	a	at1
double	double	jj
standard	standard	nn1_jj
when	when	cs_rrq
it	it	pph1
comes	come	vvz
to	to	ii
Pentagon	pentagon	np1
policy	policy	nn1
on	on	ii
military	military	jj
families	family	nn2
.	.	y
Dick	dick	np1
Cheney	cheney	np1
opposes	oppose	vvz
a	a	at1
proposed	propose	jj
law	law	nn1
that	that	cst_dd1
would	would	vm
excuse	excuse	vvi
one	one	mc1
parent	parent	nn1
from	from	ii
the	the	at
front	front	jj_nn1
lines	line	nn2
in	in	ii
the	the	at
event	event	nn1
married	married	jj
soldiers	soldier	nn2
with	with	iw
children	child	nn2
are	be	vbr
both	both	rr_db2
called	call	vvn
to	to	to
serve	serve	vvi
.	.	y
Cheney	cheney	np1
's	's	ge
position	position	nn1
prompted	prompt	vvd_vvn
the	the	at
sponsor	sponsor	nn1
of	of	io
the	the	at
Military	military	jj
Orphans	orphan	nn2
Prevention	prevention	nn1
bill	bill	nn1
to	to	to
remind	remind	vvi
him	him	ppho1
about	about	ii_rp@
his	his	appge
own	own	da
history	history	nn1
as	as	ii_csa
a	a	at1
noncombatant	noncombatant	nn1_jj
.	.	y
California	california	np1
Congresswoman	congresswoman	nn1
Barbara	barbara	np1
Boxer	boxer	nn1
points	point	vvz
out	out	rp
that	that	cst
Cheney	cheney	np1
received	receive	vvd
a	a	at1
deferment	deferment	nn1
from	from	ii
the	the	at
Vietnam	vietnam	np1
draft	draft	nn1_vv0
in	in	ii
1966	1966	mc
because	because	cs
his	his	appge
wife	wife	nn1
Lynne	lynne	np1
was	be	vbdz
pregnant	pregnant	jj
.	.	y
"	"	"
You	you	ppy
.	.	y
.	.	y
.	.	y
felt	feel	vvd_vvn
that	that	cst
your	your	appge
wife	wife	nn1
and	and	cc
soon-to-be-born	soon-to-be-born	jj_nn1	
child	child	nn1
needed	need	vvd_vvn
you	you	ppy
,	,	y
"	"	"
Boxer	boxer	nn1
wrote	write	vvd
Cheney	cheney	np1
last	last	md
week	week	nnt1
.	.	y
"	"	"
Our	our	appge
bill	bill	nn1
.	.	y
.	.	y
.	.	y
is	be	vbz
not	not	xx
even	even	rr
that	that	rg
generous	generous	jj
.	.	y
"	"	"
