@@348241	##	fo
Call	call	vv0
it	it	pph1
another	another	dd1
cover-up	cover-up	nn1
.	.	y
Love	love	nn1
bites	bite	nn2
(	(	y
hickeys	hickey	nn2
)	)	y
may	may	vm
bruise	bruise	vvi
skin	skin	nn1
.	.	y
But	but	ccb
at	at	ii
the	the	at
Clinicas	clinicas	np2	
de	de	np1
Salud	salud	np1
del	del	fw
Pueblo	pueblo	nn1
,	,	y
they	they	pphs2
apparently	apparently	rr
also	also	rr
bruise	bruise	vv0@_nn1
sensibilities	sensibility	nn2
.	.	y
So	so	rr
much	much	rr
so	so	cs21
that	that	cs22
the	the	at
Brawley	brawley	np1_nn1@
,	,	y
California	california	np1
,	,	y
health	health	nn1
company	company	nn1
has	have	vhz
banned	ban	vvn
hickeys	hickey	nn2
from	from	ii
sight	sight	nn1
.	.	y
Officials	official	nn2
say	say	vv0
they	they	pphs2
took	take	vvd
the	the	at
action	action	nn1
after	after	ii
six	six	mc
months	month	nnt2
of	of	io
complaints	complaint	nn2
from	from	ii
patients	patient	nn2
and	and	cc
staff	staff	nn_vv0@
that	that	cst_dd1
too	too	rg
many	many	da2
employees	employee	nn2
 -- 	--	nn1_jj
sometimes	sometimes	rt
four	four	mc
or	or	cc
five	five	mc
a	a	at1
day	day	nnt1
 -- 	--	nn1
were	be	vbdr
coming	come	vvg
in	in	rp@
with	with	iw
telltale	telltale	nn1
marks	mark	vvz@_nn2
visible	visible	jj
on	on	ii
their	their	appge
neck	neck	nn1
.	.	y
Employees	employee	nn2
who	who	pnqs
refuse	refuse	vv0
to	to	to
disguise	disguise	vvi
evidence	evidence	nn1
of	of	io
their	their	appge
passions	passion	nn2
will	will	vm
be	be	vbi
sent	send	vvn
home	home	rl
and	and	cc
docked	dock	vvn
pay	pay	nn1
.	.	y
