@@346541	##	fo
Filipinos	filipino	nn2
went	go	vvd
to	to	ii
the	the	at
polls	poll	nn2
six	six	mc
weeks	week	nnt2
ago	ago	ra
to	to	to
elect	elect	vvi
a	a	at1
President	president	nn1
to	to	to
succeed	succeed	vvi
Corazon	corazon	np1
Aquino	aquino	np1
.	.	y
Last	last	md
week	week	nnt1
they	they	pphs2
finally	finally	rr
had	have	vhn@_vhd
an	an	at1
official	official	jj
winner	winner	nn1
:	:	y
former	former	da
Defense	defense	nn1
Secretary	secretary	nn1_np1@
Fidel	fidel	np1
Ramos	ramos	np1
,	,	y
who	who	pnqs
received	receive	vvd
23%	23%	nnu
of	of	io
the	the	at
votes	vote	nn2
in	in	ii
a	a	at1
seven-way	seven-way	jj_nn1
race	race	nn1
.	.	y
