@@360799	##	fo
This	this	dd1
collection	collection	nn1
of	of	io
interviews	interview	nn2
with	with	iw
inhabitants	inhabitant	nn2
of	of	io
the	the	at
sexual	sexual	jj
fringe	fringe	nn1
reads	read	vvz
like	like	ii
an	an	at1
odd	odd	jj
combination	combination	nn1
of	of	io
a	a	at1
reporter	reporter	nn1
's	's	ge
raw	raw	jj
files	file	nn2
and	and	cc
an	an	at1
undergraduate	undergraduate	nn1
's	's	ge
paper	paper	nn1
.	.	y
The	the	at
strength	strength	nn1
here	here	rl
is	be	vbz
that	that	cst
the	the	at
author	author	nn1
does	do	vdz
dig	dig	vvi
up	up	rp
unquestionably	unquestionably	rr
fascinating	fascinating	jj
subjects	subject	nn2
:	:	y
vampires	vampire	nn2
who	who	pnqs
drink	drink	vv0
one	one	ppx121
another	another	ppx122
's	's	ge
blood	blood	nn1
,	,	y
necrophiliac	necrophiliac	jj_nn1
morticians	mortician	nn2
,	,	y
people	people	nn
who	who	pnqs
claim	claim	vv0
to	to	to
have	have	vhi
been	be	vbn
abducted	abduct	vvn@
and	and	cc
sexually	sexually	rr
molested	molest	vvd_vvn@
by	by	ii
aliens	alien	nn2
,	,	y
a	a	at1
married	married	jj
surgeon	surgeon	nn1
who	who	pnqs
sleeps	sleep	vvz
with	with	iw
10	10	mc
women	woman	nn2
a	a	at1
month	month	nnt1
.	.	y
But	but	ccb
her	her	appge
writing	writing	nn1
style	style	nn1
can	can	vm
be	be	vbi
monotonous	monotonous	jj
and	and	cc
self-conscious	self-conscious	jj
,	,	y
and	and	cc
her	her	appge
need	need	nn1
to	to	to
place	place	vvi
these	these	dd2
people	people	nn
in	in	ii
cultural	cultural	jj
context	context	nn1
and	and	cc
blame	blame	vv0_nn1
society	society	nn1
for	for	if
their	their	appge
freakish	freakish	jj
proclivities	proclivity	nn2
is	be	vbz
trite	trite	jj
.	.	y
Still	still	rr
,	,	y
the	the	at
book	book	nn1
is	be	vbz
worth	worth	ii
skimming	skim	vvg
 -- 	--	nn1_jj
you	you	ppy
'll	will	vm
feel	feel	vvi
contentedly	contentedly	rr
average	average	vv0@_jj
afterward	afterward	rl_jj
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Joel	joel	np1
Stein	stein	np1
