@@345143	##	fo
As	as	csa
investigators	investigator	nn2
probe	probe	vv0
the	the	at
wreckage	wreckage	nn1
of	of	io
the	the	at
Robert	robert	np1
Maxwell	maxwell	np1
empire	empire	nn1
,	,	y
the	the	at
mess	mess	nn1
just	just	rr
gets	get	vvz
uglier	ugly	jjr
.	.	y
British	british	jj
investigators	investigator	nn2
believe	believe	vv0
that	that	cst
the	the	at
late	late	jj
media	media	nn
mogul	mogul	nn1
looted	loot	vvd
some	some	dd
$1.5	$1.5	nnu
billion	billion	m
from	from	ii
the	the	at
pension	pension	nn1
funds	fund	nn2
and	and	cc
coffers	coffer	nn2
of	of	io
public	public	jj_nn1
companies	company	nn2
under	under	ii
his	his	appge
control	control	nn1
,	,	y
about	about	rg
twice	twice	rr
the	the	at
original	original	jj
estimate	estimate	nn1
.	.	y
Auditors	auditor	nn2
also	also	rr
found	find	vvn_vvd
that	that	cst
debts	debt	nn2
owed	owe	vvn
by	by	ii
Maxwell	maxwell	np1
's	's	ge
private	private	jj
companies	company	nn2
exceed	exceed	vv0
$3.3	$3.3	nnu
billion	billion	m
,	,	y
up	up	rp
$830	$830	nnu
million	million	m
from	from	ii
earlier	early	jjr
estimates	estimate	nn2
,	,	y
and	and	cc
that	that	cst
Maxwell	maxwell	np1
allegedly	allegedly	rr
schemed	scheme	vvd_vvn@
to	to	to
bolster	bolster	vvi
the	the	at
stock	stock	nn1
price	price	nn1
of	of	io
one	one	mc1
of	of	io
his	his	appge
companies	company	nn2
by	by	ii
illegally	illegally	rr
paying	pay	vvg_jj@
investors	investor	nn2
to	to	to
buy	buy	vvi
shares	share	nn2
.	.	y
<P>	<p>	null	
The	the	at
spotlight	spotlight	nn1
now	now	rt
is	be	vbz
on	on	ii
Maxwell	maxwell	np1
's	's	ge
sons	son	nn2
.	.	y
Last	last	md
week	week	nnt1
a	a	at1
British	british	jj
judge	judge	nn1
revoked	revoke	vvd
Kevin	kevin	np1
and	and	cc
Ian	ian	np1
Maxwell	maxwell	np1
's	's	ge
passports	passport	nn2
and	and	cc
froze	freeze	vvd
up	up	rg21
to	to	rg22
$813	$813	nnu	
million	million	m
of	of	io
Kevin	kevin	np1
's	's	ge
assets	asset	nn2
after	after	ii_cs
the	the	at
disclosure	disclosure	nn1
of	of	io
his	his	appge
"	"	"
substantial	substantial	jj
"	"	"
involvement	involvement	nn1
in	in	ii
questionable	questionable	jj
transfers	transfer	nn2
of	of	io
pension	pension	nn1
assets	asset	nn2
.	.	y
