@@339866	##	fo
"	"	"
I	i	ppis1
'm	be	vbm
ashamed	ashamed	jj
that	that	cst
I	i	ppis1
have	have	vh0
to	to	to
revive	revive	vvi
dark	dark	jj_nn1
memories	memory	nn2
and	and	cc
reopen	reopen	vvi
old	old	jj
wounds	wound	nn2
,	,	y
"	"	"
said	say	vvd
South	south	nd1
Korea	korea	np1
's	's	ge
former	former	da
ruler	ruler	nn1
Chun	chun	nnu
Doo	doo	fu
Hwan	hwan	nn1_jj_np1
,	,	y
finally	finally	rr
breaking	break	vvg
the	the	at
silence	silence	nn1
that	that	cst
followed	follow	vvd
his	his	appge
retirement	retirement	nn1
in	in	ii
early	early	rr_jj
1988	1988	mc
.	.	y
Appearing	appear	vvg
before	before	ii
a	a	at1
special	special	jj
panel	panel	nn1
of	of	io
the	the	at
National	national	jj
Assembly	assembly	nn1
,	,	y
Chun	chun	nnu
,	,	y
58	58	mc
,	,	y
accepted	accept	vvd_jj_vvn
"	"	"
moral	moral	jj
responsibility	responsibility	nn1
"	"	"
for	for	if
the	the	at
excesses	excess	nn2
of	of	io
his	his	appge
seven-year	seven-year	jj
rule	rule	nn1
.	.	y
But	but	ccb
members	member	nn2
of	of	io
the	the	at
opposition	opposition	nn1
exploded	explode	vvd_vvn@
in	in	ii_rp@
protest	protest	nn1
when	when	rrq_cs
Chun	chun	nnu
denied	deny	jj@_vvd_vvn
responsibility	responsibility	nn1
for	for	if
the	the	at
1980	1980	mc
deaths	death	nn2
of	of	io
200	200	mc
demonstrators	demonstrator	nn2
in	in	ii
Kwangju	kwangju	np1_nn1
and	and	cc
argued	argue	vvd_vvn
that	that	cst
the	the	at
army	army	nn1
had	have	vhd
rightfully	rightfully	rr
fired	fire	vvn
on	on	ii
a	a	at1
crowd	crowd	nn1
.	.	y
One	one	mc1
legislator	legislator	nn1
dashed	dash	vvn_vvd
to	to	ii
the	the	at
witness	witness	nn1
stand	stand	nn1_vv0
,	,	y
grabbed	grab	vvd
Chun	chun	nnu
by	by	ii
the	the	at
arm	arm	nn1
and	and	cc
shouted	shout	vvd
,	,	y
"	"	"
Murderer	murderer	nn1
!	!	!
"	"	"
<P>	<p>	null	
Chun	chun	nnu
's	's	ge
testimony	testimony	nn1
was	be	vbdz
the	the	at
last	last	md
act	act	nn1
of	of	io
a	a	at1
public	public	jj_nn1
exorcism	exorcism	nn1
staged	stage	vvn
by	by	ii
government	government	nn1
and	and	cc
opposition	opposition	nn1
leaders	leader	nn2
to	to	to
erase	erase	vvi
the	the	at
final	final	jj_nn1
traces	trace	nn2
of	of	io
the	the	at
Chun	chun	nnu
era	era	nn1
.	.	y
But	but	ccb
the	the	at
angry	angry	jj
response	response	nn1
to	to	ii
Chun	chun	nnu
indicates	indicate	vvz
that	that	cst
Koreans	korean	nn2
are	be	vbr
not	not	xx
yet	yet	rr
willing	willing	jj
to	to	to
forgive	forgive	vvi
or	or	cc
forget	forget	vvi
.	.	y
