@@358898	##	fo
The	the	at
20th	20th	md
century	century	nnt1
saw	see	vvd
more	more	rgr_dar
restless	restless	jj
experimentation	experimentation	nn1
with	with	iw
style	style	nn1
and	and	cc
content	content	nn1_jj_vv0@
in	in	ii
art	art	nn1
than	than	csn
any	any	dd
other	other	jj_nn1@
in	in	ii
history	history	nn1
.	.	y
Never	never	rr
before	before	rt
had	have	vhd
there	there	ex
been	be	vbn
so	so	rg
many	many	da2
ideas	idea	nn2
about	about	ii
what	what	ddq
art	art	nn1
could	could	vm
be	be	vbi
or	or	cc
how	how	rrq
it	it	pph1
could	could	vm
be	be	vbi
made	make	vvn
;	;	y
never	never	rr
had	have	vhn@_vhd
new	new	jj
art	art	nn1
been	be	vbn
the	the	at
subject	subject	nn1
of	of	io
such	such	da
impassioned	impassioned	jj
controversy	controversy	nn1
or	or	cc
reached	reach	vvd_vvn
so	so	rg_rr
large	large	jj
an	an	at1
audience	audience	nn1
.	.	y
Museums	museum	nn2
,	,	y
especially	especially	rr
in	in	ii
the	the	at
U.S.	u.s.-	np1
,	,	y
had	have	vhd
to	to	to
embrace	embrace	vvi
newness	newness	nn1
or	or	cc
look	look	vv0
retro	retro	jj
.	.	y
The	the	at
century	century	nnt1
did	do	vdd
n't	n't	xx
see	see	vvi
the	the	at
birth	birth	nn1
of	of	io
the	the	at
avant-garde	avant-garde	jj_nn1
 -- 	--	nn1_jj
that	that	cst
had	have	vhd
happened	happen	vvn
earlier	early	rrr_jjr
 -- 	--	zz
but	but	ccb
it	it	pph1
did	do	vdd
bring	bring	vvi
its	its	appge
death	death	nn1
,	,	y
after	after	cs_ii
experiment	experiment	nn1
and	and	cc
eccentricity	eccentricity	nn1
became	become	vvd
the	the	at
norm	norm	nn1
.	.	y
Inevitably	inevitably	rr
,	,	y
all	all	db
that	that	cst_dd1
had	have	vhd
seemed	seem	vvn
startling	startling	jj_vvg
or	or	cc
threatening	threaten	vvg_nn1%_jj@
came	come	vvd
to	to	to
look	look	vvi
normal	normal	jj
,	,	y
even	even	rr
classical	classical	jj
,	,	y
within	within	ii
a	a	at1
few	few	da2
decades	decade	nnt2
.	.	y
In	in	ii
the	the	at
end	end	nn1
,	,	y
the	the	at
new	new	jj
lost	lose	vvd_vvn
its	its	appge
power	power	nn1
to	to	to
shock	shock	vvi
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Robert	robert	np1
Hughes	hughes	np1
