@@346938	##	fo
After	after	ii_cs
45	45	mc
days	day	nnt2
without	without	iw
a	a	at1
state	state	nn1
budget	budget	nn1
,	,	y
Californians	californian	nn2
wondered	wonder	vvd
how	how	rgq@_rrq
long	long	rr
they	they	pphs2
could	could	vm
continue	continue	vvi
to	to	to
get	get	vvi
by	by	rp%_ii
in	in	ii
their	their	appge
truly	truly	rr
and	and	cc
surreally	surreally	rr
cashless	cashless	jj
society	society	nn1
.	.	y
Weariness	weariness	np1@_nn1
turned	turn	vvd
to	to	ii
anxiety	anxiety	nn1
when	when	cs_rrq
a	a	at1
federal	federal	jj
appeals	appeal	nn2
court	court	nn1
ruled	rule	vvd_vvn
that	that	cst
the	the	at
state	state	nn1
had	have	vhd
no	no	at
legal	legal	jj
authority	authority	nn1
to	to	to
continue	continue	vvi
to	to	to
pay	pay	vvi
out	out	rp
scrip	scrip	nn1
for	for	if
state	state	nn1
medical	medical	jj
insurance	insurance	nn1
,	,	y
known	know	vvn
as	as	ii
Medi-Cal	medi-cal	jj
,	,	y
to	to	ii
doctors	doctor	nn2
and	and	cc
hospitals	hospital	nn2
that	that	cst_dd1
care	care	vv0_nn1
for	for	if
the	the	at
needy	needy	jj
.	.	y
<P>	<p>	null	
Responding	respond	vvg
to	to	ii
that	that	dd1
new	new	jj
pressure	pressure	nn1
and	and	cc
the	the	at
exhaustion	exhaustion	nn1
of	of	io
weeks	week	nnt2
of	of	io
closed-door	closed-door	jj_nn1
negotiations	negotiation	nn2
,	,	y
Republican	republican	nn1_jj@
Governor	governor	nnb
Pete	pete	np1
Wilson	wilson	np1
last	last	md
Friday	friday	npd1
offered	offer	vvd
up	up	rp
a	a	at1
new	new	jj
budget	budget	nn1
proposal	proposal	nn1
that	that	cst
scaled	scale	vvd
back	back	rp
some	some	dd
previous	previous	jj
demands	demand	nn2
but	but	ccb
kept	keep	vvd_vvn
severe	severe	jj
cuts	cut	nn2
in	in	ii
education	education	nn1
and	and	cc
welfare	welfare	nn1
.	.	y
His	his	appge
plan	plan	nn1
was	be	vbdz
expected	expect	vvn
to	to	to
meet	meet	vvi
continued	continue	jj
resistance	resistance	nn1
when	when	cs_rrq
it	it	pph1
went	go	vvd
before	before	ii_cs
the	the	at
Democratic-controlled	democratic-controlled	jj_nn1
legislature	legislature	nn1
this	this	dd1
week	week	nnt1
.	.	y
"	"	"
Enough	enough	rr_dd
is	be	vbz
enough	enough	rr
,	,	y
"	"	"
Wilson	wilson	np1
pleaded	plead	vvd
.	.	y
"	"	"
Innocent	innocent	jj
people	people	nn
are	be	vbr
suffering	suffer	vvg
because	because	ii21
of	of	ii22
the	the	at
inability	inability	nn1
of	of	io
those	those	dd2
in	in	ii
the	the	at
capitol	capitol	nn1
to	to	to
make	make	vvi
difficult	difficult	jj
decisions	decision	nn2
.	.	y
"	"	"
