@@340065	##	fo
Armenians	armenian	nn2
and	and	cc
Azerbaijanis	azerbaijani	nn2
finally	finally	rr
sat	sit	vvd_vvn@
down	down	rp
to	to	to
discuss	discuss	vvi
their	their	appge
differences	difference	nn2
last	last	md
week	week	nnt1
,	,	y
but	but	ccb
not	not	xx
on	on	ii
their	their	appge
own	own	da
turf	turf	nn1
.	.	y
Instead	instead	rr
representatives	representative	nn2
from	from	ii
the	the	at
two	two	mc
Soviet	soviet	jj
republics	republic	nn2
gathered	gather	vvn_vvd
in	in	ii
Riga	riga	np1
,	,	y
the	the	at
capital	capital	nn1
of	of	io
Latvia	latvia	np1
.	.	y
Leaders	leader	nn2
of	of	io
the	the	at
Azerbaijani	azerbaijani	jj
Popular	popular	jj
Front	front	nn1_jj
and	and	cc
the	the	at
Armenian	armenian	jj
National	national	jj
Movement	movement	nn1
accepted	accept	vvd_vvn
a	a	at1
call	call	nn1
from	from	ii
their	their	appge
Baltic	baltic	jj
counterparts	counterpart	nn2
to	to	to
open	open	vvi
talks	talk	nn2
on	on	ii
their	their	appge
two	two	mc
years	year	nnt2
of	of	io
violent	violent	jj
clashes	clash	nn2
.	.	y
Emerging	emerge	vvg_jj
from	from	ii
the	the	at
first	first	md
session	session	nnt1
,	,	y
both	both	db2
groups	group	nn2
agreed	agree	vvd_vvn
to	to	to
seek	seek	vvi
the	the	at
release	release	nn1
of	of	io
all	all	db
hostages	hostage	nn2
by	by	ii
March	march	npm1
1	1	mc1
and	and	cc
to	to	to
establish	establish	vvi
permanent	permanent	jj
relations	relation	nn2
between	between	ii
the	the	at
two	two	mc
groups	group	nn2
.	.	y
No	no	at
speedy	speedy	jj
peace	peace	nn1
settlement	settlement	nn1
is	be	vbz
expected	expect	vvn_jj
,	,	y
if	if	cs
only	only	rr
because	because	cs
the	the	at
Azerbaijanis	azerbaijani	nn2
refused	refuse	vvd_vvn
to	to	to
discuss	discuss	vvi
the	the	at
future	future	nn1
of	of	io
Nagorno-Karabakh	nagorno-karabakh	np1
,	,	y
the	the	at
center	center	nn1
of	of	io
the	the	at
dispute	dispute	nn1
.	.	y
Even	even	rr21
so	so	rr22
,	,	y
the	the	at
multifront	multifront	nn1
meeting	meeting	nn1
illustrates	illustrate	vvz
a	a	at1
dramatic	dramatic	jj
shift	shift	nn1@
of	of	io
power	power	nn1
from	from	ii
Moscow	moscow	np1
into	into	ii
the	the	at
hands	hand	nn2
of	of	io
local	local	jj
nationalists	nationalist	nn2
.	.	y
