@@359698	##	fo
A	a	zz1
hospital	hospital	nn1
never	never	rr
goes	go	vvz
to	to	ii
sleep	sleep	nn1
:	:	y
the	the	at
robot	robot	nn1
in	in	ii
the	the	at
pharmacy	pharmacy	nn1
dispenses	dispense	vvz
drugs	drug	nn2
24	24	mc
hours	hour	nnt2
a	a	at1
day	day	nnt1
with	with	iw
nearly	nearly	rr
100%	100%	nnu
accuracy	accuracy	nn1
;	;	y
a	a	at1
chaplain	chaplain	nn1
dozes	doze	vvz_nn2
in	in	ii
the	the	at
sleeping	sleeping	nn1
room	room	nn1
,	,	y
with	with	iw
a	a	at1
beeper	beeper	nn1
;	;	y
doctors	doctor	nn2
work	work	vv0
late	late	rr_jj
into	into	ii
the	the	at
night	night	nnt1
,	,	y
and	and	cc
residents	resident	nn2
rotate	rotate	vv0
overnight	overnight	jj
duty	duty	nn1
every	every	at1
three	three	mc
nights	night	nnt2
,	,	y
crashing	crash	vvg
on	on	ii_rp@
couches	couch	nn2
in	in	ii
the	the	at
lounge	lounge	nn1
and	and	cc
grabbing	grab	vvg
snacks	snack	nn2
from	from	ii
vending	vend	vvg_jj@
machines	machine	nn2
after	after	ii_cs
the	the	at
cafeteria	cafeteria	nn1
closes	close	vvz
at	at	ii
3:30	3:30	mc
a.m.	a.m.-that	ra
