@@340165	##	fo
In	in	ii
a	a	at1
raucous	raucous	jj
meeting	meeting	nn1
of	of	io
the	the	at
right-wing	right-wing	jj
Likud	likud	np1
Central	central	jj
Committee	committee	nn1
last	last	md
week	week	nnt1
,	,	y
Trade	trade	nn1
and	and	cc
Industry	industry	nn1
Minister	minister	nn1
Ariel	ariel	np1
(	(	y
"	"	"
Arik	arik	np1
"	"	"
)	)	y
Sharon	sharon	np1
stunned	stun	vvd
the	the	at
3,200	3,200	mc
delegates	delegate	nn2
by	by	ii
announcing	announce	vvg
his	his	appge
resignation	resignation	nn1
from	from	ii
the	the	at
Cabinet	cabinet	nn1
.	.	y
In	in	ii
a	a	at1
scalding	scalding	jj@_nn1@
attack	attack	nn1
against	against	ii
the	the	at
party	party	nn1
's	's	ge
leader	leader	nn1
,	,	y
Prime	prime	jj
Minister	minister	nn1
Yitzhak	yitzhak	np1
Shamir	shamir	np1
,	,	y
Sharon	sharon	np1
declared	declare	vvd
that	that	cst_dd1
"	"	"
under	under	ii
your	your	appge
government	government	nn1
,	,	y
Palestinian	palestinian	jj_nn1
terrorism	terrorism	nn1
runs	run	vvz
wild	wild	jj_rr@
throughout	throughout	ii
the	the	at
land	land	nn1
of	of	io
Israel	israel	np1
.	.	y
"	"	"
He	he	pphs1
insisted	insist	vvd
,	,	y
"	"	"
I	i	ppis1
know	know	vv0
it	it	pph1
is	be	vbz
possible	possible	jj
to	to	to
eliminate	eliminate	vvi
terror	terror	nn1
.	.	y
"	"	"
<P>	<p>	null	
Even	even	rr
without	without	iw
Sharon	sharon	np1
,	,	y
the	the	at
peace	peace	nn1
process	process	nn1
remains	remain	vvz
constrained	constrain	vvn
by	by	ii
Shamir	shamir	np1
's	's	ge
own	own	da
uncompromising	uncompromising	jj
ideology	ideology	nn1
.	.	y
Last	last	md
week	week	nnt1
he	he	pphs1
avoided	avoid	vvd
ruling	ruling	nn1_vvg%_jj
out	out	rp_ii%
the	the	at
participation	participation	nn1
of	of	io
Palestinians	palestinian	nn2
deported	deport	vvn_vvd
from	from	ii
the	the	at
West	west	np1
Bank	bank	np1
and	and	cc
Gaza	gaza	np1
in	in	ii
peace	peace	nn1
talks	talk	nn2
but	but	ccb
vowed	vow	vvd
not	not	xx
to	to	to
include	include	vvi
East	east	np1
Jerusalem	jerusalem	np1
Arabs	arab	nn2
.	.	y
Said	say	vvd
Sharon	sharon	np1
to	to	ii
Israeli	israeli	jj_nn1
television	television	nn1
:	:	y
"	"	"
I	i	ppis1
certainly	certainly	rr
see	see	vv0
myself	myself	ppx1
as	as	ii_csa
a	a	at1
candidate	candidate	nn1
for	for	if
Prime	prime	jj
Minister	minister	nn1
,	,	y
and	and	cc
when	when	cs_rrq
the	the	at
day	day	nnt1
comes	come	vvz
,	,	y
I	i	ppis1
will	will	vm
run	run	vvi
for	for	if
this	this	dd1
post	post	nn1
.	.	y
"	"	"
