@@360797	##	fo
For	for	if
just	just	rr
the	the	at
fourth	fourth	md
time	time	nnt1
in	in	ii
the	the	at
past	past	jj
10	10	mc
years	year	nnt2
,	,	y
the	the	at
National	national	jj
Cancer	cancer	nn1
Institute	institute	nn1
last	last	md
week	week	nnt1
called	call	vvn
for	for	if
an	an	at1
immediate	immediate	jj
change	change	nn1
in	in	ii
the	the	at
way	way	nn1
doctors	doctor	nn2
treat	treat	vv0
a	a	at1
particular	particular	jj
type	type	nn1
of	of	io
cancer	cancer	nn1
.	.	y
The	the	at
disease	disease	nn1
in	in	ii
question	question	nn1
is	be	vbz
cancer	cancer	nn1
of	of	io
the	the	at
cervix	cervix	nn1
,	,	y
located	locate	vvn_vvd
at	at	ii
the	the	at
opening	opening	nn1
of	of	io
the	the	at
uterus	uterus	nn1
.	.	y
Researchers	researcher	nn2
at	at	ii
the	the	at
institute	institute	nn1
recommended	recommend	vvd_vvn
attacking	attack	vvg
moderately	moderately	rr
advanced	advance	jj_vvn
cases	case	nn2
with	with	iw
a	a	at1
combination	combination	nn1
of	of	io
chemotherapy	chemotherapy	nn1
and	and	cc
radiation	radiation	nn1
rather	rather	ii21
than	than	ii22
the	the	at
current	current	jj
standard	standard	nn1
of	of	io
radiation	radiation	nn1
alone	alone	rr_jj
.	.	y
This	this	dd1
new	new	jj
thinking	think	nn1
is	be	vbz
based	base	vvn
on	on	ii
the	the	at
results	result	nn2
of	of	io
five	five	mc
as-yet-unpublished	as-yet-unpublished	jj	
studies	study	nn2
of	of	io
1,900	1,900	mc
women	woman	nn2
with	with	iw
cervical	cervical	jj
cancer	cancer	nn1
,	,	y
which	which	ddq
show	show	vv0
that	that	cst_dd1
simultaneous	simultaneous	jj
chemotherapy	chemotherapy	nn1
and	and	cc
radiation	radiation	nn1
reduced	reduce	vvd_vvn
the	the	at
women	woman	nn2
's	's	ge
risk	risk	nn1
of	of	io
dying	die	vvg_jj
from	from	ii
their	their	appge
tumors	tumor	nn2
by	by	ii
30%	30%	nnu
to	to	ii
50%	50%	nnu
.	.	y
<P>	<p>	null	
Three	three	mc
of	of	io
the	the	at
studies	study	nn2
are	be	vbr
scheduled	schedule	vvn
to	to	to
appear	appear	vvi
in	in	ii
the	the	at
April	april	npm1
15	15	mc
issue	issue	nn1
of	of	io
the	the	at
New	new	np1
England	england	np1
Journal	journal	nn1
of	of	io
Medicine	medicine	nn1
,	,	y
but	but	ccb
have	have	vh0
already	already	rr
been	be	vbn
released	release	vvn
on	on	ii
the	the	at
Web	web	nn1
at	at	ii
