@@361197	##	fo
ROTH	roth	np1
ALERT	alert	jj_vv0
Taxpayers	taxpayer	nn2
who	who	pnqs
converted	convert	vvd
from	from	ii
a	a	at1
traditional	traditional	jj
to	to	ii
a	a	at1
Roth	roth	np1
IRA	ira	np1
last	last	md
year	year	nnt1
may	may	vm
need	need	vvi
to	to	to
switch	switch	vvi
back	back	rp
 -- 	--	zz
and	and	cc
fast	fast	rr_jj
.	.	y
Some	some	dd
people	people	nn
who	who	pnqs
shifted	shift	vvd
to	to	ii
the	the	at
new	new	jj
,	,	y
tax-free	tax-free	jj
retirement	retirement	nn1
accounts	account	nn2_vvz@
then	then	rt
had	have	vhd
the	the	at
good	good	jj
fortune	fortune	nn1
to	to	to
earn	earn	vvi
more	more	dar_rrr
than	than	csn
$100,000	$100,000	nnu
in	in	ii
1998	1998	mc
 -- 	--	nn1_jj
which	which	ddq
means	mean	vvz
they	they	pphs2
do	do	vd0
n't	n't	xx
qualify	qualify	vvi
for	for	if
a	a	at1
Roth	roth	np1
.	.	y
Now	now	rt
,	,	y
if	if	cs
they	they	pphs2
do	do	vd0
n't	n't	xx
reverse	reverse	vvi
course	course	nn1
and	and	cc
file	file	vvi
an	an	at1
amended	amend	jj
1998	1998	mc
return	return	nn1_vv0
by	by	ii
April	april	npm1
15	15	mc
,	,	y
their	their	appge
account	account	nn1
will	will	vm
be	be	vbi
taxed	tax	vvn
,	,	y
and	and	cc
they	they	pphs2
'll	will	vm
also	also	rr
possibly	possibly	rr
face	face	vvi
a	a	at1
10%	10%	nnu
penalty	penalty	nn1
for	for	if
early	early	jj
withdrawal	withdrawal	nn1
.	.	y
<P>	<p>	null	
FUND	fund	nn1_vv0@
FEES	fee	nn2
ADD	add	vv0
UP	up	rp
No	no	rgqv31
matter	matter	rgqv32
how	how	rgqv33
much	much	rr
cash	cash	vv0@_nn1
Americans	american	nn2
plow	plow	vv0@_nn1
into	into	ii
mutual	mutual	jj
funds	fund	nn2
 -- 	--	zz
$5.5	$5.5	nnu
trillion	trillion	m
at	at	ii
last	last	md
count	count	nn1_vv0
 -- 	--	nn1_jj
most	most	rgt
still	still	rr
ca	can	vm
n't	n't	xx
get	get	vvi
a	a	at1
handle	handle	nn1
on	on	ii
what	what	ddq
they	they	pphs2
're	be	vbr
paying	pay	vvg_jj@
managers	manager	nn2
to	to	to
run	run	vvi
them	them	ppho2
.	.	y
So	so	rr
last	last	md
week	week	nnt1
the	the	at
SEC	sec	np1
introduced	introduce	vvd
an	an	at1
interactive	interactive	jj
calculator	calculator	nn1
