@@343955	##	fo
Two	two	mc
men	man	nn2
are	be	vbr
keeping	keep	vvg
a	a	at1
close	close	jj
eye	eye	nn1
on	on	ii
DAN	dan	np1
QUAYLE	quayle	np1
,	,	y
and	and	cc
they	they	pphs2
are	be	vbr
n't	n't	xx
members	member	nn2
of	of	io
his	his	appge
Secret	secret	jj_nn1
Service	service	nn1
detail	detail	nn1
.	.	y
BOB	bob	np1
WOODWARD	woodward	np1
and	and	cc
DAVID	david	np1
BRODER	broder	nn1	
of	of	io
the	the	at
Washington	washington	np1
Post	post	nn1
plan	plan	nn1_vv0
to	to	to
track	track	vvi
the	the	at
Vice	vice	jj_nn1
President	president	nn1
for	for	if
the	the	at
next	next	md
few	few	da2
months	month	nnt2
for	for	if
a	a	at1
series	series	nn
of	of	io
articles	article	nn2
on	on	ii
his	his	appge
conduct	conduct	nn1
in	in	ii
office	office	nn1
.	.	y
White	white	np1
House	house	nn1
officials	official	nn2
,	,	y
worried	worry	vvn@_vvd@_jj
about	about	ii
the	the	at
inevitable	inevitable	jj
rash	rash	nn1
of	of	io
"	"	"
Is	be	vbz
he	he	pphs1
ready	ready	rr@_jj
?	?	y
"	"	"
stories	story	nn2
during	during	ii
the	the	at
'	'	ge
92	92	mc
campaign	campaign	nn1
,	,	y
have	have	vh0
told	tell	vvn
Quayle	quayle	np1
's	's	ge
staff	staff	nn
to	to	to
avoid	avoid	vvi
the	the	at
Post	post	nn1
.	.	y
But	but	ccb
Quayle	quayle	np1
decided	decide	vvd
to	to	to
cooperate	cooperate	vvi
,	,	y
figuring	figure	vvg
the	the	at
two	two	mc
reporters	reporter	nn2
would	would	vm
gain	gain	vvi
access	access	nn1
to	to	ii
advisers	adviser	nn2
anyway	anyway	rr
.	.	y
