@@361600	##	fo
An	an	at1
African-American	african-american	jj
student	student	nn1
at	at	ii
a	a	at1
placid	placid	jj
Vermont	vermont	np1
college	college	nn1
is	be	vbz
getting	get	vvg
anonymous	anonymous	jj
hate	hate	nn1
notes	note	nn2_vvz
.	.	y
The	the	at
college	college	nn1
responds	respond	vvz
,	,	y
predictably	predictably	rr
,	,	y
with	with	iw
race-sensitivity	race-sensitivity	jj	
forums	forum	nn2
.	.	y
Rebecca	rebecca	np1
Gilman	gilman	np1
's	's	ge
new	new	jj
play	play	nn1
,	,	y
having	have	vhg
its	its	appge
world	world	nn1
premiere	premiere	nn1
at	at	ii
Chicago	chicago	np1
's	's	ge
Goodman	goodman	np1
Theatre	theatre	nn1
,	,	y
could	could	vm
have	have	vhi
been	be	vbn
an	an	at1
easy	easy	jj
diatribe	diatribe	nn1
against	against	ii
racism	racism	nn1
and	and	cc
the	the	at
perils	peril	nn2
of	of	io
political	political	jj
correctness	correctness	nn1
.	.	y
Instead	instead	rr
,	,	y
it	it	pph1
's	be	vbz
a	a	at1
complex	complex	jj_nn1
,	,	y
unnerving	unnerve	vvg_jj@
look	look	nn1_vv0
at	at	ii
the	the	at
way	way	nn1
real	real	jj
people	people	nn
navigate	navigate	vv0
between	between	ii
them	them	ppho2
both	both	db2
.	.	y
Mary	mary	np1
Beth	beth	np1
Fisher	fisher	np1
gives	give	vvz
a	a	at1
penetrating	penetrating	jj
performance	performance	nn1
as	as	ii_csa
the	the	at
dean	dean	nn1
whose	whose	ddqge
life	life	nn1
is	be	vbz
unraveled	unraveled	jj
by	by	ii
the	the	at
case	case	nn1
.	.	y
Gilman	gilman	nn1_np1@
sets	set	vvz
the	the	at
play	play	nn1
entirely	entirely	rr
in	in	ii
the	the	at
dean	dean	nn1
's	's	ge
office	office	nn1
yet	yet	rr
creates	create	vvz
a	a	at1
more	more	rgr
convincing	convincing	jj
world	world	nn1
offstage	offstage	rl
than	than	csn
most	most	dat
playwrights	playwright	nn2
these	these	dd2
days	day	nnt2
do	do	vd0
onstage	onstage	jj
.	.	y
She	she	pphs1
's	be	vbz
an	an	at1
important	important	jj
new	new	jj
theatrical	theatrical	jj
voice	voice	nn1
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Zoglin	zoglin	np1	
