@@341961	##	fo
For	for	if
more	more	dar
than	than	csn
a	a	at1
century	century	nnt1
,	,	y
Roman	roman	jj_nn1
Catholics	catholic	nn2
have	have	vh0
flocked	flock	vvn
to	to	ii
the	the	at
shrine	shrine	nn1
at	at	ii
Lourdes	lourdes	np1
to	to	to
pray	pray	vvi
and	and	cc
bathe	bathe	vvi
in	in	ii_rp@
the	the	at
sacred	sacred	jj
waters	water	nn2
of	of	io
the	the	at
grotto	grotto	nn1
spring	spring	nn1
.	.	y
Five	five	mc
million	million	m
pilgrims	pilgrim	nn2
are	be	vbr
expected	expect	vvn
to	to	to
visit	visit	vvi
this	this	dd1
year	year	nnt1
,	,	y
enriching	enrich	vvg
the	the	at
town	town	nn1
by	by	ii
nearly	nearly	rr
$400	$400	nnu
million	million	m
.	.	y
So	so	rg
many	many	da2
faithful	faithful	jj
are	be	vbr
coming	come	vvg
,	,	y
in	in	ii
fact	fact	nn1
,	,	y
that	that	cst
a	a	at1
holy-water	holy-water	jj_nn1
shortage	shortage	nn1
has	have	vhz
developed	develop	vvn
.	.	y
For	for	if
the	the	at
first	first	md
time	time	nnt1
in	in	ii
its	its	appge
history	history	nn1
,	,	y
Lourdes	lourdes	np1
is	be	vbz
rationing	ration	vvg
the	the	at
blessed	bless	jj
potion	potion	nn1
.	.	y
<P>	<p>	null	
Lourdes	lourdes	np1
officials	official	nn2
suggest	suggest	vv0
that	that	cst
the	the	at
shortage	shortage	nn1
may	may	vm
even	even	rr
be	be	vbi
a	a	at1
blessing	blessing	nn1
in	in	ii
disguise	disguise	nn1
.	.	y
"	"	"
It	it	pph1
's	be	vbz
a	a	at1
good	good	jj
opportunity	opportunity	nn1
to	to	to
explain	explain	vvi
to	to	ii
people	people	nn
that	that	cst
you	you	ppy
do	do	vd0
n't	n't	xx
just	just	rr
come	come	vvi
to	to	ii
Lourdes	lourdes	np1
to	to	to
drink	drink	vvi
the	the	at
water	water	nn1
or	or	cc
get	get	vv0
dunked	dunk	jj@_vvn@	
,	,	y
"	"	"
said	say	vvd
spokesman	spokesman	nn1
Loic	loic	nn1_jj	
Bondu	bondu	nn1_np1	
.	.	y
"	"	"
What	what	ddq
's	be	vbz
important	important	jj
is	be	vbz
the	the	at
act	act	nn1
and	and	cc
personal	personal	jj
conversion	conversion	nn1
.	.	y
Faith	faith	nn1
is	be	vbz
n't	n't	xx
found	find	vvn
in	in	ii
water	water	nn1
alone	alone	rr_jj
.	.	y
"	"	"
Nor	nor	cc
,	,	y
town	town	nn1
officials	official	nn2
might	might	vm
be	be	vbi
praying	pray	vvg
,	,	y
is	be	vbz
tourism	tourism	nn1
.	.	y
