@@341867	##	fo
In	in	ii
recent	recent	jj
years	year	nnt2
U.S.	u.s.-	np1
companies	company	nn2
have	have	vh0
conceded	concede	vvn
one	one	mc1
homegrown	homegrown	jj@_vvn
industry	industry	nn1
after	after	ii_cs
another	another	dd1
to	to	ii
more	more	rgr
aggressive	aggressive	jj
and	and	cc
competitive	competitive	jj
foreign	foreign	jj
rivals	rival	nn2
.	.	y
First	first	md
came	come	vvd
cameras	camera	nn2
,	,	y
then	then	rt_jj%
televisions	television	nn2
,	,	y
tape	tape	nn1_vv0@
recorders	recorder	nn2
,	,	y
stereo	stereo	nn1
equipment	equipment	nn1
and	and	cc
semiconductors	semiconductor	nn2
.	.	y
Last	last	md
week	week	nnt1
Cincinnati	cincinnati	np1
Milacron	milacron	np1
,	,	y
the	the	at
last	last	md
independent	independent	jj_nn1@
U.S.	u.s.-	np1
producer	producer	nn1
of	of	io
heavy	heavy	jj
industrial	industrial	jj
robots	robot	nn2
,	,	y
agreed	agree	vvd_vvn
to	to	to
sell	sell	vvi
the	the	at
business	business	nn1
to	to	ii
a	a	at1
subsidiary	subsidiary	nn1
of	of	io
Switzerland	switzerland	np1
's	's	ge
Asea	asea	np1
Brown	brown	np1
Boveri	boveri	np1
.	.	y
<P>	<p>	null	
Milacron	milacron	nn1_np1@	
is	be	vbz
retreating	retreat	vvg_jj
from	from	ii
the	the	at
$4	$4	nnu
billion	billion	m
market	market	nn1
after	after	ii
13	13	mc
years	year	nnt2
because	because	cs
its	its	appge
share	share	nn1
of	of	io
the	the	at
business	business	nn1
has	have	vhz
dwindled	dwindle	vvn
from	from	ii
a	a	at1
commanding	commanding	jj
75%	75%	nnu
to	to	ii
just	just	rr
10%	10%	nnu
,	,	y
and	and	cc
its	its	appge
losses	loss	nn2
from	from	ii
robotics	robotics	nn2
have	have	vh0
been	be	vbn
mounting	mount	vvg
since	since	ii@_cs
the	the	at
mid-1980s	mid-1980	nn2
.	.	y
The	the	at
company	company	nn1
will	will	vm
concentrate	concentrate	vvi
on	on	ii_rp@
its	its	appge
traditional	traditional	jj
lines	line	nn2
of	of	io
machine	machine	nn1
tools	tool	nn2
and	and	cc
other	other	jj
industrial	industrial	jj
products	product	nn2
.	.	y
