@@360900	##	fo
Ashton	ashton	np1
Robinson	robinson	np1
talks	talk	nn2_vvz@
for	for	if
a	a	at1
living	live	jj_nn1
 -- 	--	nn1
in	in	ii
infomercials	infomercial	nn2
,	,	y
at	at	ii
seminars	seminar	nn2
and	and	cc
on	on	ii
tapes	tape	nn2
that	that	cst
establish	establish	vv0
him	him	ppho1
as	as	ii_csa
the	the	at
biggest	big	jjt
mouth	mouth	nn1
in	in	ii
the	the	at
self-help	self-help	jj_nn1
industry	industry	nn1
.	.	y
But	but	ccb
one	one	mc1
day	day	nnt1
,	,	y
while	while	cs
tripping	trip	vvg
out	out	rp
on	on	ii
weed	weed	nn1
and	and	cc
expired	expire	jj@_vvd
cough	cough	nn1
syrup	syrup	nn1_vv0
,	,	y
he	he	pphs1
is	be	vbz
visited	visit	vvn
by	by	ii
a	a	at1
shape-shifting	shape-shifting	jj	
Brazilian	brazilian	jj_nn1
midget	midget	nn1
who	who	pnqs
inspires	inspire	vvz
him	him	ppho1
to	to	ii_to
found	find	vvd_vv0%
his	his	appge
own	own	da
religion	religion	nn1
.	.	y
The	the	at
guru	guru	nn1
turns	turn	vvz
his	his	appge
California	california	np1
pad	pad	nn1_vv0
into	into	ii
a	a	at1
temple	temple	nn1
and	and	cc
teaches	teach	vvz
his	his	appge
followers	follower	nn2
to	to	to
wear	wear	vvi
Gap	gap	nn1
clothing	clothing	nn1
,	,	y
bungee-jump	bungee-jump	jj_nn1	
and	and	cc
practice	practice	nn1
Tantric	tantric	jj_np1
sex	sex	nn1
in	in	ii
preparation	preparation	nn1
for	for	if
their	their	appge
own	own	da
"	"	"
disappearance	disappearance	nn1
"	"	"
 -- 	--	nn1_jj
nirvana	nirvana	nn1
in	in	ii
Robinson	robinson	np1
's	's	ge
religion	religion	nn1
.	.	y
The	the	at
novel	novel	nn1
is	be	vbz
a	a	at1
patchwork	patchwork	nn1
of	of	io
clever	clever	jj
ideas	idea	nn2
that	that	cst
never	never	rr
quite	quite	rr@_rg
settle	settle	vv0
into	into	ii
a	a	at1
story	story	nn1
.	.	y
It	it	pph1
's	be	vbz
a	a	at1
relief	relief	nn1
when	when	cs_rrq
Robinson	robinson	np1
finally	finally	rr
,	,	y
inevitably	inevitably	rr
,	,	y
"	"	"
disappears	disappear	vvz
.	.	y
"	"	"
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Nadya	nadya	np1
Labi	labi	np1	
