@@346844	##	fo
Now	now	cs21
that	that	cs22
ROSS	ross	np1
PEROT	perot	np1	
has	have	vhz
agreed	agree	vvn
to	to	to
testify	testify	vvi
next	next	md
week	week	nnt1
before	before	ii_cs
the	the	at
Senate	senate	nn1
committee	committee	nn1
investigating	investigate	vvg
the	the	at
MIA	mia	nn1_np1
issue	issue	nn1
,	,	y
many	many	da2
families	family	nn2
of	of	io
missing	missing	jj_vvg
veterans	veteran	nn2
will	will	vm
tune	tune	vvi
in	in	rp@_ii
eagerly	eagerly	rr
.	.	y
They	they	pphs2
are	be	vbr
likely	likely	jj
to	to	to
be	be	vbi
disappointed	disappointed	jj_vvn%
.	.	y
Senate	senate	nn1
sources	source	nn2
say	say	vv0
Perot	perot	np1
,	,	y
who	who	pnqs
has	have	vhz
claimed	claim	vvn
to	to	to
have	have	vhi
evidence	evidence	nn1
of	of	io
live	live	jj
MIAS	mia	nn2_np2	
,	,	y
had	have	vhd
nothing	nothing	pn1
persuasive	persuasive	jj
to	to	to
offer	offer	vvi
in	in	ii
the	the	at
six-hour	six-hour	jj_nnt1
deposition	deposition	nn1
he	he	pphs1
gave	give	vvd
them	them	ppho2
in	in	ii
Dallas	dallas	np1
last	last	md
month	month	nnt1
.	.	y
Instead	instead	rr
,	,	y
they	they	pphs2
say	say	vv0
,	,	y
he	he	pphs1
spent	spend	vvd
most	most	dat
of	of	io
his	his	appge
time	time	nnt1
complaining	complain	vvg
about	about	ii_rp@
his	his	appge
relationship	relationship	nn1
with	with	iw
George	george	np1
Bush	bush	np1
,	,	y
calling	call	vvg
the	the	at
President	president	nn1
a	a	at1
fair-weather	fair-weather	jj_nn1
friend	friend	nn1
who	who	pnqs
would	would	vm
n't	n't	xx
return	return	vvi
his	his	appge
phone	phone	nn1
calls	call	nn2
.	.	y
