@@347835	##	fo
THE	the	at
20TH	20th	md
CENTURY	century	nnt1
has	have	vhz
dealt	deal	vvn
harshly	harshly	rr
with	with	iw
Russia	russia	np1
:	:	y
revolution	revolution	nn1
,	,	y
three	three	mc
wars	war	nn2
,	,	y
60	60	mc
million	million	m
dead	dead	jj
,	,	y
a	a	at1
people	people	nn
enslaved	enslave	vvn
by	by	ii
a	a	at1
70-year	70-year	jj_nnt1	
experiment	experiment	nn1
in	in	ii
failed	fail	jj@
ideology	ideology	nn1
.	.	y
Now	now	rt
Russia	russia	np1
is	be	vbz
at	at	ii
a	a	at1
critical	critical	jj
juncture	juncture	nn1
in	in	ii
its	its	appge
struggle	struggle	nn1
to	to	to
be	be	vbi
reborn	reborn	vvn
as	as	ii
a	a	at1
democracy	democracy	nn1
.	.	y
Even	even	rr
as	as	csa
Bill	bill	np1
Clinton	clinton	np1
turns	turn	vvz
his	his	appge
attention	attention	nn1
to	to	ii
domestic	domestic	jj
issues	issue	nn2
,	,	y
he	he	pphs1
has	have	vhz
both	both	rr
moral	moral	jj
and	and	cc
selfish	selfish	jj
reasons	reason	nn2
to	to	to
care	care	vvi
about	about	ii
Russia	russia	np1
's	's	ge
success	success	nn1
.	.	y
Global	global	jj
security	security	nn1
depends	depend	vvz
on	on	ii
it	it	pph1
,	,	y
and	and	cc
by	by	ii
providing	provide	vvg
U.S.	u.s.-	np1
help	help	nn1_vv0
,	,	y
Clinton	clinton	np1
can	can	vm
make	make	vvi
it	it	pph1
more	more	rgr
likely	likely	jj
that	that	cst
he	he	pphs1
will	will	vm
remain	remain	vvi
free	free	jj
to	to	to
tend	tend	vvi
to	to	ii
the	the	at
urgent	urgent	jj
business	business	nn1
at	at	ii
home	home	nn1
.	.	y
