@@340362	##	fo
The	the	at
local	local	jj
Pooh-Bahs	pooh-bahs	nn2	
of	of	io
Washington	washington	np1
share	share	vv0
a	a	at1
consensus	consensus	nn1
in	in	ii31
favor	favor	ii32
of	of	ii33
statehood	statehood	nn1
for	for	if
the	the	at
capital	capital	nn1
.	.	y
Congressional	congressional	jj
Democrats	democrat	nn2
nominally	nominally	rr
support	support	vv0
creation	creation	nn1
of	of	io
"	"	"
New	new	jj
Columbia	columbia	np1
,	,	y
"	"	"
which	which	ddq
would	would	vm
have	have	vhi
two	two	mc
seats	seat	nn2
in	in	ii
the	the	at
Senate	senate	nn1
and	and	cc
one	one	pn1_mc1
in	in	ii
the	the	at
House	house	nn1
,	,	y
all	all	db_rr@
certain	certain	jj
to	to	to
be	be	vbi
filled	fill	vvn
by	by	ii
Democrats	democrat	nn2
.	.	y
But	but	ccb
Republican	republican	jj@_nn1
opposition	opposition	nn1
and	and	cc
the	the	at
district	district	nn1
's	's	ge
propensity	propensity	nn1
for	for	if
comic-opera	comic-opera	jj_nn1
government	government	nn1
keep	keep	vv0
statehood	statehood	nn1
low	low	nn1@_jj_rr@
on	on	ii
the	the	at
agenda	agenda	nn1
.	.	y
<P>	<p>	null	
Congressman	congressman	nn1
Ralph	ralph	np1
Regula	regula	nn1_np1	
of	of	io
Ohio	ohio	np1
recently	recently	rr
proposed	propose	vvn_vvd
an	an	at1
alternative	alternative	nn1_jj
:	:	y
returning	return	vvg
the	the	at
city	city	nn1
to	to	ii
Maryland	maryland	np1
,	,	y
which	which	ddq
donated	donate	vvd
the	the	at
land	land	nn1
199	199	mc
years	year	nnt2
ago	ago	ra
.	.	y
That	that	dd1
idea	idea	nn1
got	get	vvd_vvn
scant	scant	jj
attention	attention	nn1
until	until	cs_ii@
Governor	governor	nnb
William	william	np1
Donald	donald	np1
Schaefer	schaefer	np1
surprised	surprise	vvd@_jj
everyone	everyone	pn1
by	by	ii
saying	say	vvg
he	he	pphs1
would	would	vm
accept	accept	vvi
"	"	"
retrocession	retrocession	nn1
.	.	y
"	"	"
But	but	ccb
black	black	jj
leaders	leader	nn2
such	such	ii21
as	as	ii22
Jesse	jesse	np1
Jackson	jackson	np1
have	have	vh0
denounced	denounce	vvn
the	the	at
proposal	proposal	nn1
,	,	y
Schaefer	schaefer	np1_nn1
has	have	vhz
backed	back	vvn
away	away	rl
,	,	y
and	and	cc
congressional	congressional	jj
insiders	insider	nn2
say	say	vv0
forget	forget	vv0
it	it	pph1
.	.	y
Thus	thus	rr
,	,	y
Washington	washington	np1
is	be	vbz
likely	likely	jj
to	to	to
remain	remain	vvi
what	what	ddq
statehooders	statehooders	nn2	
call	call	vv0
the	the	at
last	last	md
colony	colony	nn1
for	for	if
the	the	at
foreseeable	foreseeable	jj
future	future	nn1
.	.	y
