@@349032	##	fo
HORMONES	hormone	nn2
GET	get	vv0
BLAMED	blame	vvn	
FOR	for	if
JUST	just	rr21
ABOUT	about	rr22
EVERY	every	at1
ADolescent	adolescent	jj_nn1	
foible	foible	nn1
,	,	y
so	so	rr
here	here	rl
's	be	vbz
another	another	dd1
to	to	to
add	add	vvi
to	to	ii
the	the	at
list	list	nn1
:	:	y
teenagers	teenager	nn2
may	may	vm
stay	stay	vvi
up	up	rp
later	later	rrr_jjr
than	than	csn
younger	young	jjr
kids	kid	nn2
because	because	ii21
of	of	ii22
physical	physical	jj
changes	change	nn2
during	during	ii
puberty	puberty	nn1
,	,	y
a	a	at1
study	study	nn1
in	in	ii
the	the	at
journal	journal	nn1
Sleep	sleep	nn1
suggests	suggest	vvz
.	.	y
Until	until	ii
now	now	rt
,	,	y
researchers	researcher	nn2
(	(	y
and	and	cc
certainly	certainly	rr
parents	parent	nn2
)	)	y
assumed	assume	vvd
that	that	cst_dd1
night-owl	night-owl	jj_nn1
adolescents	adolescent	nn2
were	be	vbdr
either	either	rr
being	be	vbg
rebellious	rebellious	jj
or	or	cc
pressured	pressure	vvd
by	by	ii
friends	friend	nn2
.	.	y
But	but	ccb
a	a	at1
study	study	nn1
of	of	io
458	458	mc
sixth-graders	sixth-grader	nn2
,	,	y
controlled	control	vvn_vvd
for	for	if
some	some	dd
social	social	jj
factors	factor	nn2
,	,	y
found	find	vvd_vvn
that	that	cst
students	student	nn2
who	who	pnqs
were	be	vbdr
more	more	rgr
physically	physically	rr
mature	mature	jj_vv0
chose	choose	vvd
to	to	to
go	go	vvi
to	to	ii
bed	bed	nn1
later	later	rrr_jjr
than	than	csn
those	those	dd2
just	just	rr
entering	enter	vvg
puberty	puberty	nn1
.	.	y
The	the	at
same	same	da
students	student	nn2
also	also	rr
slept	sleep	vvd_vvn@
later	later	rrr
on	on	rp
weekends	weekend	nnt2
than	than	csn
their	their	appge
prepubescent	prepubescent	jj
peers	peer	nn2
.	.	y
The	the	at
conclusion	conclusion	nn1
:	:	y
puberty	puberty	nn1
's	's	ge
biological	biological	jj
changes	change	nn2
may	may	vm
trigger	trigger	vvi
an	an	at1
adjustment	adjustment	nn1
in	in	ii
kids	kid	nn2
'	'	ge
internal	internal	jj
clocks	clock	nn2
,	,	y
keeping	keep	vvg
them	them	ppho2
alert	alert	vv0_jj
till	till	ii_cs
the	the	at
wee	wee	jj_nn1
hours	hour	nnt2
.	.	y
Next	next	md
hypothesis	hypothesis	nn1
:	:	y
it	it	pph1
's	be	vbz
hormones	hormone	nn2
that	that	cst
make	make	vv0
teens	teen	nn2
gab	gab	vvi
endlessly	endlessly	rr
on	on	ii
the	the	at
phone	phone	nn1
.	.	y
