@@351197	##	fo
"	"	"
I	i	zz1%_mc1%
ALSO	also	rr
BELIEVE	believe	vv0
THAT	that	cst
THE	the	at
LAW	law	nn1
SHOULD	should	vm
APPLY	apply	vvi
TO	to	ii
ALL	all	db
CITIZENS	citizen	nn2
,	,	y
ONE	one	mc1
STANDARD	standard	nn1_jj
FOR	for	if
NATIVES	native	nn2
AND	and	cc
OTHERS	other	nn2
NOT	not	xx
DIFFERENTLY	differently	rr
.	.	y
"	"	"
<P>	<p>	null	
 -- 	--	zz
FORMER	former	da
PRESIDENT	president	nn1
GEORGE	george	np1
BUSH	bush	np1
TO	to	ii
THE	the	at
SINGAPORE	singapore	np1
BROADCAST	broadcast	nn1_vv0_jj@	
CORP	corp	nn1
.	.	y
ON	on	ii
THE	the	at
CANING	caning	nn1	
PENALTY	penalty	nn1
PRESCRIBED	prescribe	vvn	
FOR	for	if
AN	an	at1
AMERICAN	american	jj
TEENAGER	teenager	nn1
CHARGED	charge	vvn_vvd
WITH	with	iw
VANDALISM	vandalism	nn1	
