@@342058	##	fo
Bush	bush	np1
Administration	administration	nn1
officials	official	nn2
are	be	vbr
seriously	seriously	rr
considering	consider	cs_ii_vvg
freezing	freeze	vvg%_jj
a	a	at1
$300	$300	nnu
million	million	m
aid	aid	nn1
package	package	nn1
to	to	ii
Violeta	violeta	np1
Chamorro	chamorro	np1
's	's	ge
government	government	nn1
in	in	ii
Nicaragua	nicaragua	np1
.	.	y
Reason	reason	nn1_vv0@
:	:	y
Nicaragua	nicaragua	np1
refuses	refuse	vvz
to	to	to
withdraw	withdraw	vvi
a	a	at1
suit	suit	nn1
filed	file	vvn_vvd
in	in	ii
the	the	at
World	world	nn1
Court	court	nn1
charging	charge	vvg_nn1
that	that	cst
the	the	at
U.S.-backed	u.s.-backed	jj_nn1
contra	contra	nn1
war	war	nn1
violated	violate	vvd_vvn
international	international	jj
law	law	nn1
.	.	y
The	the	at
cautious	cautious	jj
Chamorro	chamorro	np1
does	do	vdz
n't	n't	xx
want	want	vvi
to	to	to
offend	offend	vvi
the	the	at
powerful	powerful	jj
Sandinistas	sandinista	nn2
,	,	y
who	who	pnqs
filed	file	vvd
the	the	at
case	case	nn1
in	in	ii
1984	1984	mc
and	and	cc
continue	continue	vv0
to	to	to
hold	hold	vvi
control	control	nn1_vv0
over	over	ii_rp
the	the	at
people	people	nn
's	's	ge
army	army	nn1
.	.	y
