@@344652	##	fo
One	one	mc1
tiny	tiny	jj
fragment	fragment	nn1
sifted	sift	vvn_vvd
from	from	ii
the	the	at
tons	ton	nnu2
of	of	io
debris	debris	nn1
that	that	cst
rained	rain	vvd
down	down	rp
over	over	ii
Lockerbie	lockerbie	np1
,	,	y
Scotland	scotland	np1
,	,	y
may	may	vm
at	at	rr21
last	last	rr22
reveal	reveal	vvi
who	who	pnqs
blew	blow	vvd
up	up	rp_ii@
PAN	pan	np1_nn1
AM	be	ra@_vbm
103	103	mc
.	.	y
While	while	cs
both	both	db2_rr
Syrian	syrian	jj
and	and	cc
Palestinian	palestinian	jj_nn1
terrorists	terrorist	nn2
have	have	vh0
been	be	vbn
suspected	suspect	vvn
of	of	io
planting	plant	vvg
the	the	at
bomb	bomb	nn1
,	,	y
the	the	at
focus	focus	nn1
has	have	vhz
shifted	shift	vvn
to	to	ii
the	the	at
Libyan	libyan	jj
intelligence	intelligence	nn1
service	service	nn1
.	.	y
Scottish	scottish	jj
police	police	nn2
,	,	y
baffled	baffle	vvn
by	by	ii
a	a	at1
fingernail-size	fingernail-size	jj
bit	bit	nn1
of	of	io
electronic	electronic	jj
circuitry	circuitry	nn1
from	from	ii
the	the	at
wreckage	wreckage	nn1
,	,	y
shipped	ship	vvd_vvn
it	it	pph1
off	off	rp
to	to	ii
Washington	washington	np1
.	.	y
When	when	cs
FBI	fbi	np1
lab	lab	nn1
analysts	analyst	nn2
compared	compare	vvd_vvn
the	the	at
shard	shard	nn1
with	with	iw
the	the	at
printed-circuit	printed-circuit	jj_nn1	
boards	board	nn2
of	of	io
two	two	mc
unexploded	unexploded	jj
bombs	bomb	nn2
taken	take	vvn
from	from	ii
Libyan	libyan	jj
agents	agent	nn2
in	in	ii
Africa	africa	np1
,	,	y
it	it	pph1
was	be	vbdz
a	a	at1
match	match	nn1
.	.	y
FBI	fbi	np1
agents	agent	nn2
and	and	cc
Scottish	scottish	jj
investigators	investigator	nn2
tracked	track	vvd
the	the	at
timers	timer	nn2
to	to	ii
a	a	at1
Swiss	swiss	jj
electronics	electronics	nn1
firm	firm	nn1
,	,	y
which	which	ddq
acknowledged	acknowledge	vvd_jj
selling	sell	vvg_nn1
two	two	mc
dozen	dozen	m
to	to	ii
the	the	at
Libyan	libyan	jj
government	government	nn1
.	.	y
A	a	at1_zz1
grand	grand	jj
jury	jury	nn1
in	in	ii
Washington	washington	np1
is	be	vbz
expected	expect	vvn_jj
to	to	to
indict	indict	vvi
several	several	da2
Libyan	libyan	jj
intelligence	intelligence	nn1
agents	agent	nn2
in	in	ii
November	november	npm1
.	.	y
