@@358598	##	fo
Joe	joe	np1
Kraus	kraus	np1
wants	want	vvz
to	to	to
provide	provide	vvi
your	your	appge
horoscope	horoscope	nn1
.	.	y
And	and	cc
your	your	appge
mutual	mutual	jj
fund	fund	nn1
's	's	ge
bottom	bottom	jj_nn1
line	line	nn1
.	.	y
And	and	cc
your	your	appge
E-mail	e-mail	nn1
and	and	cc
your	your	appge
headline	headline	nn1
news	news	nn1
.	.	y
And	and	cc
your	your	appge
groceries	grocery	nn2
,	,	y
your	your	appge
travel	travel	nn1
plans	plan	nn2_vvz
,	,	y
your	your	appge
greeting	greeting	nn1
cards	card	nn2
,	,	y
your	your	appge
sports	sport	nn2
scores	score	nn2_vvz@
,	,	y
your	your	appge
local	local	jj
weather	weather	nn1
,	,	y
your	your	appge
TV	tv	nn1
listings	listing	nn2
,	,	y
your	your	appge
friends	friend	nn2
...	....	...
<P>	<p>	null	
Just	just	rr
call	call	vv0
it	it	pph1
your	your	appge
entire	entire	jj
life	life	nn1
online	online	rr_jj
.	.	y
Kraus	kraus	fw_nn2_np1@
is	be	vbz
the	the	at
26-year-old	26-year-old	jj
cofounder	cofounder	nn1
of	of	io
Excite	excite	vv0
