@@348036	##	fo
FOR	for	if
YEARS	year	nnt2
AUDIENCES	audience	nn2	
HAVE	have	vh0
CRIED	cry	vvn
AT	at	ii
THE	the	at
SIGHT	sight	nn1
OF	of	io
the	the	at
undersized	undersized	jj
lad	lad	nn1
bearing	bear	vvg
a	a	at1
single	single	jj
crutch	crutch	nn1
who	who	pnqs
rides	ride	vvz
atop	atop	ii
his	his	appge
father	father	nn1
's	's	ge
shoulder	shoulder	nn1
.	.	y
But	but	ccb
Charles	charles	np1
Dickens	dickens	np1
never	never	rr
revealed	reveal	vvn_vvd
just	just	rr
what	what	ddq
is	be	vbz
wrong	wrong	jj_rr@
with	with	iw
Tiny	tiny	jj
Tim	tim	np1
Cratchit	cratchit	np1
,	,	y
whose	whose	ddqge
life	life	nn1
is	be	vbz
in	in	ii
chronic	chronic	jj
peril	peril	nn1
each	each	dd1
Christmas	christmas	nnt1
.	.	y
American	american	jj
pediatric	pediatric	jj
neurologist	neurologist	nn1
Donald	donald	np1
Lewis	lewis	np1
apparently	apparently	rr
could	could	vm
n't	n't	xx
take	take	vvi
it	it	pph1
anymore	anymore	rr
.	.	y
After	after	ii
examining	examine	vvg
the	the	at
literature	literature	nn1
,	,	y
literally	literally	rr
,	,	y
on	on	ii
Tim	tim	np1
,	,	y
Dr.	dr.-i	nnb
Lewis	lewis	np1
has	have	vhz
come	come	vvn
up	up	rp
with	with	iw
a	a	at1
professional	professional	jj
diagnosis	diagnosis	nn1
:	:	y
distal	distal	jj
renal	renal	jj
tubular	tubular	jj
acidosis	acidosis	nn1
.	.	y
According	according	ii21
to	to	ii22
A	a	at1@_zz1
Christmas	christmas	nnt1
Carol	carol	np1_nn1@
,	,	y
Tiny	tiny	jj
Tim	tim	np1
lives	live	vvz
to	to	to
enjoy	enjoy	vvi
Christmases	christmases	nn2_np1
Yet	yet	rr
to	to	to_ii
Come	come	vv0
,	,	y
thanks	thanks	nn2
to	to	ii
a	a	at1
reformed	reformed	jj
Scrooge	scrooge	np1_nn1@
and	and	cc
his	his	appge
trio	trio	nn1
of	of	io
conscience-raising	conscience-raising	jj_nn1	
phantoms	phantom	nn2
.	.	y
Dr.	dr.-i	nnb
Lewis	lewis	np1
'	'	ge
analysis	analysis	nn1
does	do	vdz
n't	n't	xx
rule	rule	vvi
out	out	rp
that	that	dd1_cst
happy	happy	jj
outcome	outcome	nn1
 -- 	--	nn1_jj
medics	medic	nn2
of	of	io
the	the	at
time	time	nnt1
had	have	vhd
an	an	at1
effective	effective	jj
antacid	antacid	jj_nn1
treatment	treatment	nn1
for	for	if
Tim	tim	np1
's	's	ge
condition	condition	nn1
.	.	y
