@@341365	##	fo
Each	each	dd1
year	year	nnt1
Saudi	saudi	jj
Arabian	arabian	jj
border	border	nn1
guards	guard	nn2
monitor	monitor	vv0_nn1
transports	transport	nn2@_vvz
carrying	carry	vvg
Muslim	muslim	jj
pilgrims	pilgrim	nn2
back	back	rp
from	from	ii
Mecca	mecca	np1
.	.	y
The	the	at
purpose	purpose	nn1
is	be	vbz
to	to	to
discourage	discourage	vvi
any	any	dd
of	of	io
the	the	at
2	2	mc
million	million	m
or	or	cc
so	so	rr_cs@
visitors	visitor	nn2
from	from	ii
staying	stay	vvg
on	on	rp@_ii
illegally	illegally	rr
;	;	y
a	a	at1
fine	fine	jj_nn1%
of	of	io
1,604	1,604	mc	
riyal	riyal	nnu1	
(	(	y
about	about	rg
$430	$430	nnu
)	)	y
is	be	vbz
levied	levy	vvn
for	for	if
each	each	dd1
person	person	nn1
recorded	record	vvn
as	as	csa_ii@
entering	enter	vvg
the	the	at
country	country	nn1
who	who	pnqs
does	do	vdz
not	not	xx
appear	appear	vvi
on	on	ii_rp@
a	a	at1
checklist	checklist	nn1
of	of	io
those	those	dd2
leaving	leave	vvg
.	.	y
This	this	dd1
year	year	nnt1
companies	company	nn2
bearing	bear	vvg
the	the	at
Turkish	turkish	jj
faithful	faithful	jj
home	home	nn1_rl
have	have	vh0
so	so	rg
far	far	rr
been	be	vbn
forced	force	vvn
to	to	to
pay	pay	vvi
some	some	dd
200,000	200,000	mc
riyal	riyal	nnu1	
(	(	y
$54,000	$54,000	nnu
)	)	y
for	for	if
no-shows	no-show	nn2
.	.	y
The	the	at
trouble	trouble	nn1
is	be	vbz
,	,	y
almost	almost	rr
all	all	db
of	of	io
them	them	ppho2
were	be	vbdr
probably	probably	rr
among	among	ii
the	the	at
1,426	1,426	mc
killed	kill	vvn_vvd_jj
in	in	ii
the	the	at
July	july	npm1
2	2	mc
tunnel	tunnel	nn1
disaster	disaster	nn1
.	.	y
The	the	at
Turkish	turkish	jj
government	government	nn1
is	be	vbz
complaining	complain	vvg
that	that	dd1_cst
Saudi	saudi	jj
officials	official	nn2
hastily	hastily	rr
interred	inter	vvd_vvn@
many	many	da2
of	of	io
the	the	at
victims	victim	nn2
in	in	ii
mass	mass	jj_nn1
graves	grave	nn2
without	without	iw
identifying	identify	vvg
them	them	ppho2
;	;	y
since	since	cs
no	no	at
death	death	nn1
certificates	certificate	nn2
were	be	vbdr
issued	issue	vvn
,	,	y
it	it	pph1
was	be	vbdz
impossible	impossible	jj
to	to	to
prove	prove	vvi
to	to	ii
authorities	authority	nn2
that	that	cst
people	people	nn
were	be	vbdr
not	not	xx
going	go	vvg
out	out	ii21
of	of	ii22
the	the	at
country	country	nn1
because	because	cs
they	they	pphs2
had	have	vhd
been	be	vbn
buried	bury	vvn
in	in	ii
it	it	pph1
.	.	y
