@@355007	##	fo
After	after	ii
all	all	db
the	the	at
horrors	horror	nn2
of	of	io
the	the	at
Soviet	soviet	jj
Union	union	nn1
 -- 	--	nn1
the	the	at
gulag	gulag	nn1
,	,	y
the	the	at
secret	secret	jj_nn1
police	police	nn2
,	,	y
the	the	at
famines	famine	nn2
,	,	y
the	the	at
totalitarian	totalitarian	jj
control	control	nn1
over	over	ii_rp
every	every	at1
aspect	aspect	nn1
of	of	io
life	life	nn1
 -- 	--	nn1
is	be	vbz
it	it	pph1
possible	possible	jj
that	that	cst
the	the	at
citizens	citizen	nn2
of	of	io
Russia	russia	np1
would	would	vm
voluntarily	voluntarily	rr
return	return	vvi
power	power	nn1
to	to	ii
the	the	at
Communists	communist	nn2
?	?	y
In	in	ii
the	the	at
coming	come	jj@
weeks	week	nnt2
they	they	pphs2
may	may	vm
very	very	rg
well	well	rr
do	do	vdi
just	just	rr
that	that	dd1_cst
,	,	y
by	by	ii
electing	elect	vvg
a	a	at1
Communist	communist	jj
as	as	csa_ii@
their	their	appge
President	president	nn1
.	.	y
What	what	ddq
would	would	vm
induce	induce	vvi
a	a	at1
people	people	nn
to	to	to
take	take	vvi
such	such	da
a	a	at1
step	step	nn1
?	?	y
The	the	at
Russians	russian	nn2
have	have	vh0
enjoyed	enjoy	vvn
unprecedented	unprecedented	jj
tastes	taste	nn2
of	of	io
freedom	freedom	nn1
over	over	ii
the	the	at
past	past	jj_nn1
few	few	da2
years	year	nnt2
,	,	y
and	and	cc
the	the	at
process	process	nn1
began	begin	vvd
so	so	rg
hopefully	hopefully	rr
,	,	y
even	even	rr
heroically	heroically	rr
.	.	y
Now	now	rt
the	the	at
descendants	descendant	nn2
of	of	io
Stalin	stalin	np1
's	's	ge
victims	victim	nn2
are	be	vbr
poised	poise	vvn
to	to	to
welcome	welcome	vvi
as	as	csa_ii@
their	their	appge
rulers	ruler	nn2
the	the	at
heirs	heir	nn2
of	of	io
Stalin	stalin	np1
's	's	ge
politics	politics	nn1
.	.	y
Will	will	vm
they	they	pphs2
do	do	vdi
so	so	rr
?	?	y
Or	or	cc
will	will	vm
they	they	pphs2
pause	pause	vvi
at	at	ii
the	the	at
brink	brink	nn1
?	?	y
On	on	ii
the	the	at
following	following	jj
pages	page	nn2
TIME	time	nnt1
explores	explore	vvz
the	the	at
reasons	reason	nn2
for	for	if
the	the	at
trouble	trouble	nn1
in	in	ii
the	the	at
Russian	russian	jj
soul	soul	nn1
,	,	y
the	the	at
fierce	fierce	jj
campaign	campaign	nn1
for	for	if
the	the	at
presidency	presidency	nn1
and	and	cc
what	what	ddq
the	the	at
outcome	outcome	nn1
may	may	vm
mean	mean	vvi
for	for	if
the	the	at
world	world	nn1
.	.	y
