@@340761	##	fo
NO	no	at
FAIR	fair	jj_nn1@
.	.	y
Almost	almost	rr
everyone	everyone	pn1
else	else	rr
is	be	vbz
coming	come	vvg
,	,	y
but	but	ccb
there	there	ex
may	may	vm
not	not	xx
be	be	vbi
a	a	at1
U.S.	u.s.-	np1
pavilion	pavilion	nn1
at	at	ii
the	the	at
Expo	expo	np1
1992	1992	mc
Universal	universal	jj
Exhibition	exhibition	nn1
in	in	ii
Seville	seville	np1
,	,	y
Spain	spain	np1
.	.	y
The	the	at
U.S.	u.s.-	np1
Information	information	nn1
Agency	agency	nn1
requested	request	vvn_vvd@
$15	$15	nnu
million	million	m
over	over	rg
three	three	mc
years	year	nnt2
to	to	to
help	help	vvi
build	build	vvi
a	a	at1
display	display	nn1
hall	hall	nn1
.	.	y
Uh-uh	uh-uh	uh
,	,	y
replied	reply	vvd
Iowa	iowa	np1
Congressman	congressman	nn1
Neal	neal	np1
Smith	smith	np1
,	,	y
chairman	chairman	nn1
of	of	io
the	the	at
House	house	nn1
USIA	usia	nn1_np1
subcommittee	subcommittee	nn1
:	:	y
"	"	"
We	we	ppis2
are	be	vbr
no	no	rr21
longer	long	rr22
going	go	vvgk
to	to	to
construct	construct	vvi
buildings	building	nn2
and	and	cc
then	then	rt
pay	pay	vv0
to	to	to
tear	tear	vvi
them	them	ppho2
down	down	rp
after	after	cs_ii
only	only	rr
six	six	mc
months	month	nnt2
.	.	y
"	"	"
Without	without	iw
funds	fund	nn2
for	for	if
architect	architect	nn1
and	and	cc
construction	construction	nn1
contracts	contract	nn2
,	,	y
warns	warn	vvz
Marvin	marvin	np1
Stone	stone	np1@_nn1
,	,	y
the	the	at
U.S.	u.s.-	np1
commissioner	commissioner	nn1
general	general	nn1
for	for	if
the	the	at
fair	fair	jj
,	,	y
"	"	"
the	the	at
project	project	nn1
will	will	vm
die	die	vvi
this	this	dd1
month	month	nnt1
.	.	y
"	"	"
Moreover	moreover	rr
,	,	y
a	a	at1
snub	snub	nn1
by	by	ii
the	the	at
U.S.	u.s.-	np1
could	could	vm
jeopardize	jeopardize	vvi
its	its	appge
remaining	remaining	jj
military	military	jj
presence	presence	nn1
in	in	ii
Spain	spain	np1
.	.	y
