@@341064	##	fo
BUT	but	ccb
HAS	have	vhz
HE	he	pphs1
WATCHED	watch	vvn
REDS	red	nn2
?	?	y
Remember	remember	vv0
Zhao	zhao	np1
Ziyang	ziyang	np1
,	,	y
former	former	da
general	general	jj_nn1
secretary	secretary	nn1
of	of	io
China	china	np1
's	's	ge
Communist	communist	jj
Party	party	nn1
?	?	y
He	he	pphs1
was	be	vbdz
last	last	md
seen	see	vvn
in	in	rr21
public	public	rr22
on	on	ii
May	may	npm1
19	19	mc
,	,	y
1989	1989	mc
,	,	y
during	during	ii
a	a	at1
tearful	tearful	jj
meeting	meeting	nn1
with	with	iw
student	student	nn1
hunger	hunger	nn1
strikers	striker	nn2
in	in	ii
Tiananmen	tiananmen	np1
Square	square	nn1
.	.	y
Then	then	rt
came	come	vvd
the	the	at
crackdown	crackdown	nn1
and	and	cc
Zhao	zhao	np1
's	's	ge
expulsion	expulsion	nn1
from	from	ii
the	the	at
party	party	nn1
.	.	y
Friends	friend	nn2
now	now	rt
report	report	vv0@
that	that	cst_dd1
Zhao	zhao	np1_nn1@
is	be	vbz
at	at	ii
peace	peace	nn1
with	with	iw
his	his	appge
current	current	jj
situation	situation	nn1
.	.	y
Small	small	jj_np1
wonder	wonder	nn1
.	.	y
He	he	pphs1
may	may	vm
have	have	vhi
lost	lose	vvn
his	his	appge_ppge@
chauffeured	chauffeur	jj@_vvd
Mercedes	mercedes	np
500	500	mc
,	,	y
but	but	ccb
he	he	pphs1
still	still	rr
has	have	vhz
a	a	at1
staff	staff	nn
of	of	io
five	five	mc
aides	aide	nn2
and	and	cc
an	an	at1
assigned	assign	jj%
Nissan	nissan	np1
that	that	cst_dd1
comes	come	vvz
with	with	iw
,	,	y
yes	yes	uh
,	,	y
a	a	at1
mini-bar	mini-bar	nn1_jj
.	.	y
Zhao	zhao	nn1_np1@
seldom	seldom	rr
leaves	leave	vvz
his	his	appge
house	house	nn1
,	,	y
spending	spend	vvg
most	most	dat
of	of	io
his	his	appge
days	day	nnt2
reading	read	vvg_nn1
and	and	cc
watching	watch	vvg
videotapes	videotape	nn2
.	.	y
One	one	mc1
acquaintance	acquaintance	nn1
quotes	quote	vvz
the	the	at
ex-leader	ex-leader	nn1_jj	
:	:	y
"	"	"
I	i	ppis1
did	do	vdd
n't	n't	xx
realize	realize	vvi
so	so	rg
many	many	da2
good	good	jj
movies	movie	nn2
existed	exist	vvd
.	.	y
"	"	"
