@@341264	##	fo
Egon	egon	np1
Krenz	krenz	np1	
is	be	vbz
alive	alive	jj
and	and	cc
well	well	jj
 -- 	--	nn1_jj
and	and	cc
seriously	seriously	rr
unemployed	unemployed	jj
.	.	y
"	"	"
Living	live	vvg_nn1_jj
without	without	iw
work	work	nn1
is	be	vbz
my	my	appge
biggest	big	jjt
problem	problem	nn1
,	,	y
and	and	cc
I	i	ppis1
do	do	vd0
n't	n't	xx
think	think	vvi
I	i	ppis1
'll	will	vm
get	get	vvi
a	a	at1
job	job	nn1
soon	soon	rr
,	,	y
"	"	"
says	say	vvz
Krenz	krenz	np1	
,	,	y
53	53	mc
,	,	y
whose	whose	ddqge
hold	hold	nn1
on	on	ii
power	power	nn1
as	as	csa_ii@
Erich	erich	np1
Honecker	honecker	np1
's	's	ge
successor	successor	nn1
lasted	last	vvd
a	a	at1
mere	mere	jj
seven	seven	mc
weeks	week	nnt2
.	.	y
Since	since	cs
his	his	appge
fall	fall	nn1
,	,	y
Krenz	krenz	np1	
has	have	vhz
kept	keep	vvn
busy	busy	jj
jogging	jog	nn1
near	near	ii
his	his	appge
home	home	nn1
in	in	ii
Berlin	berlin	np1
,	,	y
doing	do	vdg
the	the	at
family	family	nn1
shopping	shopping	nn1_vvg
and	and	cc
writing	write	vvg_nn1
When	when	rrq_cs
Walls	wall	np1_nn2@
Fall	fall	nn1_vv0
,	,	y
a	a	at1
personal	personal	jj
memoir	memoir	nn1
and	and	cc
an	an	at1
account	account	nn1
of	of	io
the	the	at
last	last	md
days	day	nnt2
of	of	io
the	the	at
old	old	jj
regime	regime	nn1
.	.	y
While	while	cs
he	he	pphs1
was	be	vbdz
in	in	ii
a	a	at1
West	west	np1
German	german	jj
bookstore	bookstore	nn1
recently	recently	rr
,	,	y
an	an	at1
East	east	np1
German	german	jj_nn1%
walked	walk	vvd
up	up	rp
and	and	cc
slapped	slap	vvd
him	him	ppho1
in	in	ii
the	the	at
face	face	nn1
.	.	y
Some	some	dd
review	review	nn1
.	.	y
