@@341963	##	fo
Sir	sir	nnb
Peter	peter	np1
Terry	terry	np1
was	be	vbdz
doing	do	vdg
a	a	at1
crossword	crossword	nn1
puzzle	puzzle	nn1
in	in	ii
a	a	at1
back	back	nn1_jj@
room	room	nn1
in	in	ii
his	his	appge
house	house	nn1
in	in	ii
the	the	at
Staffordshire	staffordshire	np1
village	village	nn1
of	of	io
Milford	milford	np1
when	when	rrq_cs
a	a	at1
gunman	gunman	nn1
opened	open	vvd_vvn
fire	fire	nn1
through	through	ii
a	a	at1
rear	rear	jj_nn1
window	window	nn1
,	,	y
wounding	wound	vvg
him	him	ppho1
nine	nine	mc
times	time	nnt2
.	.	y
The	the	at
attack	attack	nn1
left	leave	vvd
Terry	terry	np1
with	with	iw
extensive	extensive	jj
internal	internal	jj
injuries	injury	nn2
 -- 	--	nn1_jj
as	as	ii31
well	well	ii32
as	as	ii33
two	two	mc
bullets	bullet	nn2
lodged	lodge	vvd_vvn
less	less	dar_rrr
than	than	csn
an	an	at1
inch	inch	nnu1
from	from	ii
his	his	appge
brain	brain	nn1
.	.	y
<P>	<p>	null	
The	the	at
following	following	jj
day	day	nnt1
,	,	y
with	with	iw
Terry	terry	np1
in	in	ii
stable	stable	jj
condition	condition	nn1
,	,	y
the	the	at
Irish	irish	jj
Republican	republican	nn1_jj@
Army	army	nn1
claimed	claim	vvd_vvn
responsibility	responsibility	nn1
for	for	if
the	the	at
attack	attack	nn1
.	.	y
Its	its	appge
grievance	grievance	nn1
was	be	vbdz
no	no	at
mystery	mystery	nn1
.	.	y
Terry	terry	np1
had	have	vhd
been	be	vbn
governor	governor	nn1
of	of	io
Gibraltar	gibraltar	np1
in	in	ii
1988	1988	mc
when	when	rrq
three	three	mc
I.R.A	ira	np1
.	.	y
guerrillas	guerrilla	nn2
were	be	vbdr
shot	shoot	vvn
and	and	cc
killed	kill	vvn
there	there	rl
in	in	ii
an	an	at1
ambush	ambush	nn1
that	that	cst_dd1
was	be	vbdz
staged	stage	vvn
by	by	ii
British	british	jj
agents	agent	nn2
.	.	y
The	the	at
I.R.A	ira	np1
.	.	y
members	member	nn2
had	have	vhd
been	be	vbn
spotted	spot	vvn_jj
parking	park	vvg@_nn1
a	a	at1
car	car	nn1
that	that	cst_dd1
was	be	vbdz
mistakenly	mistakenly	rr
thought	think	vvn_vvd
to	to	to
contain	contain	vvi
a	a	at1
bomb	bomb	nn1
.	.	y
London	london	np1
claims	claim	vvz
that	that	cst
the	the	at
I.R.A	ira	np1
.	.	y
rebels	rebel	nn2
,	,	y
who	who	pnqs
were	be	vbdr
unarmed	unarmed	jj
,	,	y
were	be	vbdr
shot	shoot	vvn
when	when	cs_rrq
the	the	at
agents	agent	nn2
believed	believe	vvd_vvn
their	their	appge
own	own	da
lives	live	nn2
were	be	vbdr
at	at	ii
risk	risk	nn1
.	.	y
