@@341462	##	fo
The	the	at
Bush	bush	np1
Administration	administration	nn1
's	be	vbz_ge
July	july	npm1
1989	1989	mc
ban	ban	vv0_nn1
on	on	ii
the	the	at
importation	importation	nn1
of	of	io
rapid-fire	rapid-fire	jj_nn1
assault-style	assault-style	jj_nn1
rifles	rifle	nn2_vvz@
always	always	rr
seemed	seem	vvd_vvn@
ineffectual	ineffectual	jj
.	.	y
It	it	pph1
mainly	mainly	rr
protected	protect	vvd
domestic	domestic	jj
gunmakers	gunmaker	nn2
from	from	ii
competition	competition	nn1
.	.	y
Last	last	md
week	week	nnt1
the	the	at
ban	ban	nn1
seemed	seem	vvd
still	still	rr
more	more	rgr
illusory	illusory	jj
.	.	y
The	the	at
Bureau	bureau	nn1
of	of	io
Alcohol	alcohol	nn1
,	,	y
Tobacco	tobacco	nn1
and	and	cc
Firearms	firearm	nn2
announced	announce	vvd_vvn
that	that	cst
it	it	pph1
could	could	vm
not	not	xx
prevent	prevent	vvi
imports	import	nn2
of	of	io
guns	gun	nn2
like	like	ii
AK-47s	ak-47s	mc2
if	if	cs
they	they	pphs2
were	be	vbdr
redesigned	redesign	vvn@
to	to	to
remove	remove	vvi
military-style	military-style	jj_nn1
features	feature	nn2
such	such	ii21
as	as	ii22
large-capacity	large-capacity	jj_nn1	
magazines	magazine	nn2
,	,	y
flash	flash	jj_vv0
suppressors	suppressor	nn2
and	and	cc
bayonets	bayonet	nn2
.	.	y
Such	such	da
changes	change	nn2
may	may	vm
make	make	vvi
the	the	at
rifles	rifle	nn2
less	less	rgr
deadly	deadly	jj
,	,	y
but	but	ccb
buyers	buyer	nn2
can	can	vm
turn	turn	vvi
the	the	at
guns	gun	nn2
into	into	ii
people	people	nn
killers	killer	nn2
with	with	iw
easy-to-get	easy-to-get	vv0	
kits	kit	nn2
.	.	y
Manufacturers	manufacturer	nn2
,	,	y
says	say	vvz
Josh	josh	np1
Sugarmann	sugarmann	np1	
,	,	y
director	director	nn1
of	of	io
the	the	at
Firearms	firearm	nn2
Policy	policy	nn1
Project	project	nn1
,	,	y
have	have	vh0
"	"	"
left	leave	vvn
the	the	at
guts	gut	nn2
of	of	io
an	an	at1
assault	assault	nn1
weapon	weapon	nn1
.	.	y
"	"	"
Imports	import	nn2
of	of	io
modified	modify	jj
rifles	rifle	nn2
have	have	vh0
not	not	xx
begun	begin	vvn
,	,	y
but	but	ccb
one	one	mc1
company	company	nn1
plans	plan	vvz_nn2
to	to	to
start	start	vvi
soon	soon	rr
.	.	y
