@@344062	##	fo
Is	be	vbz
GEORGE	george	np1
BUSH	bush	np1
recklessly	recklessly	rr
rushing	rush	vvg
back	back	rp
into	into	ii
the	the	at
swing	swing	nn1
of	of	io
things	thing	nn2
?	?	y
He	he	pphs1
slowed	slow	vvd
his	his	appge
%	%	nnu
tempo	tempo	nn1
dramatically	dramatically	rr
after	after	cs
he	he	pphs1
was	be	vbdz
found	find	vvn
to	to	to
have	have	vhi
Graves	grave	nn2
'	'	ge
disease	disease	nn1
,	,	y
but	but	ccb
the	the	at
President	president	nn1
,	,	y
67	67	mc
,	,	y
has	have	vhz
picked	pick	vvn
up	up	rp
the	the	at
pace	pace	nn1
again	again	rt
,	,	y
in	in	rr21
part	part	rr22
to	to	to
head	head	vvi
off	off	rp_ii
any	any	dd
perception	perception	nn1
that	that	cst
his	his	appge
illness	illness	nn1
has	have	vhz
dogged	dog	vvn
him	him	ppho1
.	.	y
His	his	appge
doctors	doctor	nn2
have	have	vh0
okayed	okay	vvn
a	a	at1
packed	pack	jj
schedule	schedule	nn1
,	,	y
but	but	ccb
some	some	dd
aides	aide	nn2
fear	fear	vv0
that	that	cst_dd1
Bush	bush	np1_nn1@
may	may	vm
be	be	vbi
overdoing	overdo	vvg
it	it	pph1
a	a	rr21
bit	bit	rr22
.	.	y
A	a	at1
member	member	nn1
of	of	io
his	his	appge
medical	medical	jj
team	team	nn1
told	tell	vvd_vvn
a	a	at1
colleague	colleague	nn1
that	that	cst
doctors	doctor	nn2
are	be	vbr
unable	unable	jk
to	to	to
"	"	"
get	get	vvi
the	the	at
President	president	nn1
to	to	to
sit	sit	vvi
down	down	rp
.	.	y
"	"	"
Bush	bush	np1_nn1
,	,	y
whose	whose	ddqge
medication	medication	nn1
is	be	vbz
still	still	rr
being	be	vbg
fine-tuned	fine-tune	vvn
,	,	y
is	be	vbz
also	also	rr
having	have	vhg
trouble	trouble	nn1
sleeping	sleep	nn1_vvg
.	.	y
Even	even	rr21
so	so	rr22
,	,	y
Democrats	democrat	nn2
are	be	vbr
premature	premature	jj
in	in	ii
their	their	appge
hope	hope	nn1
that	that	cst
Bush	bush	np1
's	's	ge
health	health	nn1
will	will	vm
block	block	vvi
a	a	at1
re-election	re-election	nn1
bid	bid	nn1
.	.	y
"	"	"
If	if	cs
he	he	pphs1
can	can	vm
crawl	crawl	vvi
,	,	y
"	"	"
says	say	vvz
an	an	at1
adviser	adviser	nn1
,	,	y
"	"	"
he	he	pphs1
will	will	vm
run	run	vvi
.	.	y
"	"	"
