@@349039	##	fo
PERHAPS	perhaps	rr
SOMETHING	something	pn1
WAS	be	vbdz
LOST	lose	vvn
IN	in	ii
THE	the	at
TRANSLAtion	translation	nn1	
.	.	y
The	the	at
Russian	russian	jj
document	document	nn1
suggesting	suggest	vvg
there	there	ex_rl
were	be	vbdr
600	600	mc
more	more	dar
Americans	american	nn2
in	in	ii
North	north	np1
Vietnam	vietnam	np1
than	than	csn
were	be	vbdr
admitted	admit	vvn
by	by	ii
the	the	at
,	,	y
Vietnamese	vietnamese	jj
prompted	prompt	vvd_jj%_vvn
General	general	nnb
John	john	np1
Vessey	vessey	np1
,	,	y
the	the	at
President	president	nn1
's	's	ge
special	special	jj
envoy	envoy	nn1
on	on	ii
POWs	pow	nn2
,	,	y
to	to	to
fly	fly	vvi
to	to	ii
Hanoi	hanoi	np1
to	to	to
check	check	vvi
again	again	rt
.	.	y
"	"	"
It	it	pph1
is	be	vbz
an	an	at1
authentic	authentic	jj
Russian	russian	jj
document	document	nn1
,	,	y
"	"	"
he	he	pphs1
reported	report	vvd
,	,	y
but	but	ccb
added	add	vvd_jj_vvn
,	,	y
"	"	"
we	we	ppis2
know	know	vv0
a	a	at1
great	great	jj
deal	deal	nn1
of	of	io
the	the	at
information	information	nn1
(	(	y
(	(	y
in	in	ii
it	it	pph1
)	)	y
)	)	y
is	be	vbz
inaccurate	inaccurate	jj
.	.	y
"	"	"
A	a	at1_zz1
faded	fade	jj
ledger	ledger	nn1
provided	provide	vvn
by	by	ii
Vietnam	vietnam	np1
 -- 	--	nn1_jj
and	and	cc
supported	support	vvn
by	by	ii
U.S.	u.s.-	np1
documents	document	vvz@_nn2
 -- 	--	zz
shows	show	nn2_vvz
far	far	rr
fewer	fewer	dar
POWs	pow	nn2
than	than	csn
the	the	at
report	report	nn1
claims	claim	nn2_vvz
.	.	y
Hanoi	hanoi	np1
also	also	rr
disputes	dispute	nn2
the	the	at
document	document	nn1
's	's	ge
assertion	assertion	nn1
that	that	cst
its	its	appge
Politburo	politburo	nn1
met	meet	vvn_vvd
on	on	ii_rp@
a	a	at1
certain	certain	jj
day	day	nnt1
to	to	to
be	be	vbi
briefed	brief	vvn
on	on	ii
the	the	at
captured	capture	vvn_vvd
Americans	american	nn2
.	.	y
