@@346834	##	fo
Hoping	hope	vvg
to	to	to
flush	flush	vvi
insurgents	insurgent	nn2
from	from	ii
the	the	at
bush	bush	nn1
,	,	y
draw	draw	vv0
them	them	ppho2
to	to	ii
the	the	at
negotiating	negotiating	nn1_jj@
table	table	nn1
and	and	cc
end	end	vv0
a	a	at1
two-decade-old	two-decade-old	jj
rebellion	rebellion	nn1
,	,	y
newly	newly	rr
elected	elect	vvn
Philippine	philippine	jj
President	president	nnb
Fidel	fidel	np1
Ramos	ramos	np1
has	have	vhz
proposed	propose	vvn
legalizing	legalize	vvg
the	the	at
Communist	communist	jj
Party	party	nn1
to	to	to
allow	allow	vvi
its	its	appge
members	member	nn2
to	to	to
participate	participate	vvi
openly	openly	rr
in	in	ii
the	the	at
political	political	jj
process	process	nn1
.	.	y
So	so	rg
far	far	rr
,	,	y
rebel	rebel	vv0_nn1
leaders	leader	nn2
have	have	vh0
not	not	xx
rushed	rush	vvn
forth	forth	rr
with	with	iw
white	white	jj
flags	flag	nn2
.	.	y
They	they	pphs2
question	question	vv0@
Ramos	ramos	np1
'	'	ge
sincerity	sincerity	nn1
,	,	y
recalling	recall	vvg
his	his	appge
cold-warrior	cold-warrior	jj_nn1	
reputation	reputation	nn1
and	and	cc
tough	tough	jj
line	line	nn1
on	on	ii
negotiations	negotiation	nn2
when	when	rrq_cs
he	he	pphs1
was	be	vbdz
armed	armed	jj_vvn
forces	force	nn2
chief	chief	nn1_jj
.	.	y
They	they	pphs2
want	want	vv0
more	more	rgr_dar
political	political	jj
reforms	reform	nn2
and	and	cc
more	more	dar
progress	progress	nn1
against	against	ii
poverty	poverty	nn1
.	.	y
