@@340762	##	fo
POLICY	policy	nn1
DISPUTES	dispute	nn2	
.	.	y
According	according	ii21
to	to	ii22
insurance-industry	insurance-industry	jj_nn1
executives	executive	nn2
,	,	y
publisher	publisher	nn1
Malcolm	malcolm	np1
Forbes	forbes	np1
took	take	vvd
out	out	rp
millions	millions	m
of	of	io
dollars	dollar	nnu2
worth	worth	nn1@
of	of	io
life	life	nn1
insurance	insurance	nn1
with	with	iw
different	different	jj
companies	company	nn2
in	in	ii
the	the	at
years	year	nnt2
preceding	precede	vvg
his	his	appge
death	death	nn1
.	.	y
He	he	pphs1
often	often	rr
said	say	vvd
this	this	dd1
was	be	vbdz
an	an	at1
efficient	efficient	jj
way	way	nn1
to	to	to
pass	pass	vvi
along	along	ii_rp
money	money	nn1
to	to	ii
his	his	appge
heirs	heir	nn2
,	,	y
but	but	ccb
now	now	rt
at	at	rr21
least	least	rr22
one	one	mc1
of	of	io
the	the	at
insurers	insurer	nn2
is	be	vbz
balking	balk	vvg_jj@
 -- 	--	zz
and	and	cc
investigating	investigate	vvg
some	some	dd
of	of	io
the	the	at
information	information	nn1
the	the	at
publisher	publisher	nn1
supplied	supply	vvn_vvd
on	on	ii_rp@
his	his	appge
applications	application	nn2
.	.	y
Says	say	vvz
Richard	richard	np1
Bevilacqua	bevilacqua	np1
,	,	y
public	public	jj_nn1
relations	relation	nn2
director	director	nn1
for	for	if
John	john	np1
Hancock	hancock	np1
:	:	y
"	"	"
Forbes	forbes	np1
had	have	vhd
a	a	at1
multimillion-dollar	multimillion-dollar	nnu1_jj
policy	policy	nn1
that	that	cst_dd1
was	be	vbdz
taken	take	vvn
out	out	rp
in	in	ii
the	the	at
last	last	md
two	two	mc
years	year	nnt2
.	.	y
A	a	at1
claim	claim	nn1
has	have	vhz
been	be	vbn
filed	file	vvn
,	,	y
but	but	ccb
we	we	ppis2
have	have	vh0
not	not	xx
paid	pay	vvn
it	it	pph1
,	,	y
pending	pending	ii
an	an	at1
investigation	investigation	nn1
.	.	y
"	"	"
