@@360506	##	fo
"	"	"
Sparky	sparky	np1
"	"	"
Watts	watts	np1
(	(	y
Michael	michael	np1
Hayden	hayden	np1
)	)	y
,	,	y
a	a	at1
Navy	navy	nn1
lieutenant	lieutenant	nn1
stationed	station	vvn
in	in	ii
Japan	japan	np1
in	in	ii
1954	1954	mc
,	,	y
has	have	vhz
a	a	at1
poop	poop	nn1
deck	deck	nn1
full	full	jj
of	of	io
problems	problem	nn2
.	.	y
He	he	pphs1
's	be	vbz
trying	try	vvg
to	to	to
hide	hide	vvi
a	a	at1
Japanese	japanese	jj_nn1
girlfriend	girlfriend	nn1
from	from	ii
his	his	appge
stuffy	stuffy	jj
family	family	nn1
back	back	rp_nn1
home	home	rl_nn1
.	.	y
His	his	appge
roommate	roommate	nn1
is	be	vbz
being	be	vbg
blackmailed	blackmail	vvn@
into	into	ii
passing	pass	vvg_jj
military	military	jj
secrets	secret	nn2
.	.	y
The	the	at
tart	tart	jj_nn1
wife	wife	nn1
of	of	io
his	his	appge
commanding	commanding	jj
officer	officer	nn1
is	be	vbz
putting	put	vvg
moves	move	nn2_vvz
on	on	ii
him	him	ppho1
.	.	y
Gurney	gurney	np1
,	,	y
the	the	at
prolific	prolific	jj
chronicler	chronicler	nn1
of	of	io
Wasp	wasp	nn1
life	life	nn1
(	(	y
The	the	at
Dining	dining	nn1
Room	room	nn1
,	,	y
Love	love	vv0_nn1
Letters	letter	nn2
)	)	y
,	,	y
seems	seem	vvz
a	a	rr21
bit	bit	rr22
out	out	rp
of	of	io
his	his	appge
depth	depth	nn1
in	in	ii
this	this	dd1
plotty	plotty	jj_nn1
drama	drama	nn1
,	,	y
which	which	ddq
raises	raise	vvz
(	(	y
but	but	ccb
does	do	vdz
n't	n't	xx
grapple	grapple	vvi
with	with	iw
)	)	y
issues	issue	nn2_vvz@
ranging	range	vvg
from	from	ii
homosexuality	homosexuality	nn1
in	in	ii
the	the	at
military	military	jj_nn1@
to	to	ii
the	the	at
origins	origin	nn2
of	of	io
Vietnam	vietnam	np1
.	.	y
But	but	ccb
the	the	at
compact	compact	jj_nn1
grace	grace	nn1
of	of	io
his	his	appge
writing	writing	nn1
and	and	cc
Daniel	daniel	np1
Sullivan	sullivan	np1
's	's	ge
delicate	delicate	jj
direction	direction	nn1
make	make	vv0
it	it	pph1
a	a	at1
diverting	divert	jj@
reminder	reminder	nn1
of	of	io
the	the	at
kind	kind	nn1
of	of	io
play	play	nn1_vv0
that	that	cst_dd1
does	do	vdz
n't	n't	xx
get	get	vvi
written	write	vvn
much	much	da1_rr
anymore	anymore	rr
.	.	y
<P>	<p>	null	
 -- 	--	nn1_jj
By	by	ii
Richard	richard	np1
Zoglin	zoglin	np1	
