@@219775	##	fo
The	the	at
home	home	nn1
of	of	io
Jean	jean	np1
Franois	franois	np1
Millet	millet	nn1
at	at	ii
Barbizon	barbizon	np1
,	,	y
France	france	np1
,	,	y
where	where	cs_rrq
he	he	pphs1
"	"	"
lived	live	vvd
the	the	at
simple	simple	jj
life	life	nn1
"	"	"
in	in	ii
a	a	at1
chestnut	chestnut	nn1
forest	forest	nn1
with	with	iw
the	the	at
rest	rest	nn1
of	of	io
the	the	at
famous	famous	jj
Barbizon	barbizon	nn1@_np1
Group	group	nn1
(	(	y
Corot	corot	np1_vv0_nn1
,	,	y
Rousseau	rousseau	np1
,	,	y
Diaz	diaz	np1
,	,	y
Harpignies	harpignies	np1_nn2	
)	)	y
50	50	mc
years	year	nnt2
ago	ago	ra
,	,	y
has	have	vhz
been	be	vbn
restored	restore	vvn
by	by	ii
two	two	mc
of	of	io
his	his	appge
pupils	pupil	nn2
at	at	ii
their	their	appge
own	own	da
expense	expense	nn1
,	,	y
and	and	cc
will	will	vm
be	be	vbi
opened	open	vvn
to	to	ii
the	the	at
public	public	nn1_jj
as	as	ii_csa
a	a	at1
memorial	memorial	nn1
.	.	y
The	the	at
simple	simple	jj
life	life	nn1
was	be	vbdz
no	no	at
affectation	affectation	nn1
for	for	if
the	the	at
peasant	peasant	nn1
Millet	millet	nn1
.	.	y
Often	often	rr
he	he	pphs1
and	and	cc
his	his	appge
wife	wife	nn1
did	do	vdd
not	not	xx
eat	eat	vvi
,	,	y
but	but	ccb
gave	give	vvd
the	the	at
little	little	jj
food	food	nn1
that	that	cst
they	they	pphs2
had	have	vhd
to	to	ii%
their	their	appge
children	child	nn2
.	.	y
Today	today	rt
,	,	y
if	if	cs
Millet	millet	nn1
were	be	vbdr
alive	alive	jj
,	,	y
he	he	pphs1
could	could	vm
easily	easily	rr
maintain	maintain	vvi
a	a	at1
yacht	yacht	nn1
from	from	ii
royalties	royalty	nn2
of	of	io
reproductions	reproduction	nn2
of	of	io
The	the	at
Angelus	angelus	nn1_np1
alone	alone	rr_jj
.	.	y
