@@254374	##	fo
From	from	ii
the	the	at
outside	outside	ii21
of	of	ii22
this	this	dd1
pandemonium	pandemonium	nn1
,	,	y
Britain	britain	np1
shyly	shyly	rr
moots	moot	vvz
the	the	at
question	question	nn1
of	of	io
Anglo-American	anglo-american	jj
intervention	intervention	nn1
.	.	y
From	from	ii
another	another	dd1
source	source	nn1
comes	come	vvz
the	the	at
suggestion	suggestion	nn1
to	to	to
refer	refer	vvi
the	the	at
Ruhr	ruhr	np1
and	and	cc
Reparations	reparation	nn2
to	to	ii
the	the	at
League	league	nn1
of	of	io
Nations	nation	nn2
.	.	y
Neither	neither	dd1
of	of	io
these	these	dd2
suggestions	suggestion	nn2
are	be	vbr
feasible	feasible	jj
until	until	cs_ii@
the	the	at
opposing	oppose	jj
sides	side	nn2
come	come	vv0
together	together	rl
prepared	prepare	vvn_jj
to	to	to
negotiate	negotiate	vvi
.	.	y
In	in	ii
the	the	at
meantime	meantime	nnt1
peace	peace	nn1
in	in	ii
Europe	europe	np1
is	be	vbz
a	a	at1
fast	fast	jj_rr
fading	fade	jj@_vvg
vision	vision	nn1
.	.	y
