@@254473	##	fo
In	in	ii
the	the	at
picturesque	picturesque	jj
little	little	jj
town	town	nn1
of	of	io
Heemstede	heemstede	np1	
,	,	y
near	near	ii
Haarlem	haarlem	np1_nn1
,	,	y
was	be	vbdz
opened	open	vvn
the	the	at
annual	annual	jj_nn1@
and	and	cc
historic	historic	jj
flower	flower	nn1
show	show	nn1_vv0
,	,	y
where	where	cs_rrq
more	more	dar
than	than	csn
three	three	mc
million	million	m
plants	plant	nn2
scented	scent	vvn_vvd@
the	the	at
air	air	nn1
with	with	iw
their	their	appge
delicate	delicate	jj
fragrance	fragrance	nn1
and	and	cc
delighted	delight	vvd@
the	the	at
eye	eye	nn1
with	with	iw
their	their	appge
galaxy	galaxy	nn1
of	of	io
color	color	nn1
.	.	y
<P>	<p>	null	
Six	six	mc
exhibitions	exhibition	nn2
are	be	vbr
to	to	to
be	be	vbi
held	hold	vvn
during	during	ii
the	the	at
life	life	nn1
of	of	io
the	the	at
show	show	nn1
,	,	y
which	which	ddq
is	be	vbz
to	to	to
end	end	vvi
on	on	ii
May	may	npm1
21	21	mc
.	.	y
Horticulturists	horticulturist	nn2_np1@	
from	from	ii
many	many	da2
parts	part	nn2
of	of	io
the	the	at
world	world	nn1
were	be	vbdr
expected	expect	vvn
.	.	y
Financially	financially	rr
,	,	y
the	the	at
show	show	nn1
was	be	vbdz
an	an	at1
assured	assure	jj
success	success	nn1
from	from	ii
the	the	at
outset	outset	nn1
,	,	y
the	the	at
organizers	organizer	nn2
having	have	vhg
informed	inform	vvn
the	the	at
Government	government	nn1
that	that	cst
they	they	pphs2
would	would	vm
not	not	xx
call	call	vvi
upon	upon	ii
the	the	at
50,000	50,000	mc
florins	florin	nnu2
voted	vote	vvn
to	to	to
cover	cover	vvi
a	a	at1
possible	possible	jj
deficit	deficit	nn1
.	.	y
