@@301001	##	fo
Charles	charles	np1
Curtis	curtis	np1
voted	vote	vvd
in	in	ii
Topeka	topeka	np1
,	,	y
Kan	kan	np1_nn1_jj
.	.	y
Then	then	rt
he	he	pphs1
went	go	vvd
and	and	cc
stood	stand	vvd
at	at	ii
the	the	at
grave	grave	nn1
of	of	io
his	his	appge
wife	wife	nn1
.	.	y
She	she	pphs1
had	have	vhd
died	die	vvn
four	four	mc
years	year	nnt2
too	too	rg
soon	soon	rr
.	.	y
He	he	pphs1
learned	learn	vvd
of	of	io
the	the	at
landslide	landslide	nn1
on	on	ii
awaking	awake	vvg
aboard	aboard	ii_rl
a	a	at1
train	train	nn1
near	near	ii
Chicago	chicago	np1
.	.	y
From	from	ii
President	president	nnb
Coolidge	coolidge	np1
he	he	pphs1
received	receive	vvd
a	a	at1
quirky	quirky	jj
little	little	jj
message	message	nn1
:	:	y
"	"	"
...	....	...
I	i	ppis1
regret	regret	vv0
that	that	cst
the	the	at
country	country	nn1
will	will	vm
not	not	xx
also	also	rr
have	have	vhi
your	your	appge
distinguished	distinguished	jj
services	service	nn2
as	as	ii_csa
a	a	at1
Senator	senator	nn1
.	.	y
.	.	y
.	.	y
.	.	y
"	"	"
