@@254155	##	fo
More	more	dar
than	than	csn
half	half	db
of	of	io
all	all	db
cases	case	nn2
awaiting	await	vvg
trial	trial	nn1
before	before	ii_cs
the	the	at
courts	court	nn2
of	of	io
.	.	y
Poland	poland	np1
were	be	vbdr
swept	sweep	vvn
off	off	ii_rp
the	the	at
dockets	docket	nn2
,	,	y
last	last	md
week	week	nnt1
as	as	csa_ii@
Parliament	parliament	nn1
voted	vote	vvn_vvd
through	through	ii_rp@
a	a	at1
thoroughgoing	thoroughgoing	jj
amnesty	amnesty	nn1
bill	bill	nn1
.	.	y
<P>	<p>	null	
Two	two	mc
previous	previous	jj
laws	law	nn2
have	have	vh0
somewhat	somewhat	rr
relieved	relieve	vvn
Polish	polish	jj
jail	jail	nn1
congestion	congestion	nn1
,	,	y
a	a	at1
condition	condition	nn1
resulting	result	vvg
from	from	ii
the	the	at
frequency	frequency	nn1
of	of	io
arrests	arrest	nn2
for	for	if
political	political	jj
crimes	crime	nn2
during	during	ii
the	the	at
10-year	10-year	jj_nnt1
regime	regime	nn1
of	of	io
the	the	at
present	present	jj_nn1
Republic	republic	nn1
.	.	y
The	the	at
amnesty	amnesty	nn1
of	of	io
last	last	md
week	week	nnt1
,	,	y
however	however	rr
,	,	y
is	be	vbz
the	the	at
first	first	md
to	to	to
relax	relax	vvi
the	the	at
severity	severity	nn1
of	of	io
the	the	at
State	state	nn1
toward	toward	ii
Communists	communist	nn2
and	and	cc
similar	similar	jj
Reds	red	nn2
.	.	y
<P>	<p>	null	
As	as	ii_csa
the	the	at
law	law	nn1
becomes	become	vvz
operative	operative	jj_nn1@
it	it	pph1
will	will	vm
:	:	y
1	1	mc1
)	)	y
Set	set	vv0_vvd
free	free	jj
"	"	"
Reds	red	nn2
"	"	"
who	who	pnqs
were	be	vbdr
less	less	dar
than	than	csn
20	20	mc
years	year	nnt2
of	of	io
age	age	nn1
when	when	cs_rrq
jailed	jail	vvn_jj
for	for	if
political	political	jj
offenses	offense	nn2
;	;	y
2	2	mc
)	)	y
Reduce	reduce	vv0
by	by	ii
35%	35%	nnu
the	the	at
sentences	sentence	nn2
of	of	io
older	old	jjr
"	"	"
Red	red	jj_nn1@
Politicals	politicals	np1	
"	"	"
;	;	y
3	3	mc
)	)	y
Pardon	pardon	nn1_vv0@
editors	editor	nn2
and	and	cc
journalists	journalist	nn2
now	now	rt
under	under	ii
sentence	sentence	nn1
for	for	if
evading	evade	vvg
the	the	at
censorship	censorship	nn1
laws	law	nn2
or	or	cc
for	for	if
attacking	attack	vvg
the	the	at
present	present	jj_nn1
regime	regime	nn1
of	of	io
Marshal	marshal	nnb
Josef	josef	np1
Pilsudski	pilsudski	np1
,	,	y
Prime	prime	jj
Minister	minister	nn1
and	and	cc
Benevolent	benevolent	jj
Dictator	dictator	nn1
.	.	y
