@@254820	##	fo
Rich	rich	jj
native	native	jj
merchants	merchant	nn2
and	and	cc
Rajah	rajah	np1_nn1@
connoisseurs	connoisseur	nn2
will	will	vm
pay	pay	vvi
almost	almost	rr
as	as	rg@_csa
much	much	da1_rr
for	for	if
a	a	at1
fair-skinned	fair-skinned	jj
girl	girl	nn1
from	from	ii
the	the	at
vales	vale	nn2
of	of	io
Kashmir	kashmir	np1
as	as	ii21
for	for	ii22
a	a	at1
pure	pure	jj
white	white	jj
woman	woman	nn1
strayed	stray	vvn_vvd
out	out	ii21
of	of	ii22
Europe	europe	np1
.	.	y
Last	last	md
week	week	nnt1
His	his	appge
Highness	highness	nn1
the	the	at
Maharaja	maharaja	nn1@_np1	
Sir	sir	nnb
Hari	hari	np1
Singh	singh	np1
of	of	io
Jammu	jammu	np1	
and	and	cc
Kashmir	kashmir	np1
dealt	deal	vvd
drastically	drastically	rr
with	with	iw
the	the	at
situation	situation	nn1
by	by	ii
increasing	increase	vvg
the	the	at
penalty	penalty	nn1
for	for	if
abducting	abduct	vvg
Kashmiri	kashmiri	jj
women	woman	nn2
from	from	ii
three	three	mc
to	to	ii
seven	seven	mc
years	year	nnt2
imprisonment	imprisonment	nn1
,	,	y
plus	plus	ii
the	the	at
lash	lash	nn1
.	.	y
Anxious	anxious	jj
to	to	to
cooperate	cooperate	vvi
with	with	iw
His	his	appge
Highness	highness	nn1
,	,	y
the	the	at
Government	government	nn1
of	of	io
British	british	jj
India	india	np1
agreed	agree	vvd
to	to	to
make	make	vvi
the	the	at
offense	offense	nn1
of	of	io
abducting	abduct	vvg_jj@
women	woman	nn2
or	or	cc
children	child	nn2
of	of	io
either	either	dd1
sex	sex	nn1
from	from	ii
Jammu	jammu	np1	
and	and	cc
Kashmir	kashmir	np1
extraditable	extraditable	jj
.	.	y
In	in	ii
the	the	at
wicked	wicked	jj
Indian	indian	jj
cities	city	nn2
of	of	io
Calcutta	calcutta	np1
and	and	cc
Madras	madras	np1_nn1@
what	what	ddq
might	might	vm
be	be	vbi
called	call	vvn
the	the	at
bootleg	bootleg	nn1
price	price	nn1
of	of	io
abducted	abduct	jj@
Kashmiri	kashmiri	jj
trebled	treble	vvn_vvd
and	and	cc
quadrupled	quadruple	vvn
last	last	md
week	week	nnt1
.	.	y
