@@220266	##	fo
Recent	recent	jj
assertions	assertion	nn2
that	that	cst_dd1
deafness	deafness	nn1
may	may	vm
be	be	vbi
cured	cure	vvn
by	by	ii
the	the	at
use	use	nn1
of	of	io
the	the	at
radio	radio	nn1
telephone	telephone	nn1
are	be	vbr
at	at	rr21
best	best	rr22
dubious	dubious	jj
.	.	y
Reports	report	nn2_vvz
from	from	ii
London	london	np1
giving	give	vvg
the	the	at
opinions	opinion	nn2
of	of	io
physicians	physician	nn2
and	and	cc
specialists	specialist	nn2
confirm	confirm	vv0
the	the	at
fact	fact	nn1
that	that	cst
experiments	experiment	nn2
conducted	conduct	vvn_vvd
with	with	iw
the	the	at
radio	radio	nn1
telephone	telephone	nn1
have	have	vh0
produced	produce	vvn
no	no	at
satisfactory	satisfactory	jj
results	result	nn2
.	.	y
<P>	<p>	null	
It	it	pph1
is	be	vbz
true	true	jj
that	that	cst
many	many	da2
people	people	nn
can	can	vm
hear	hear	vvi
the	the	at
radio	radio	nn1
who	who	pnqs
can	can	vm
not	not	xx
detect	detect	vvi
ordinary	ordinary	jj
sounds	sound	nn2
.	.	y
This	this	dd1
is	be	vbz
due	due	jj
,	,	y
apparently	apparently	rr
,	,	y
only	only	rr
to	to	ii
the	the	at
high	high	jj
pitch	pitch	nn1
of	of	io
the	the	at
sound	sound	nn1
emitted	emit	vvd_vvn@
by	by	ii
radio	radio	nn1
receivers	receiver	nn2
.	.	y
The	the	at
radio	radio	nn1
telephone	telephone	nn1
,	,	y
however	however	rr
,	,	y
may	may	vm
prove	prove	vvi
useful	useful	jj
in	in	ii
training	training	nn1_vvg@
partly	partly	rr
deaf	deaf	jj
persons	person	nn2
to	to	to
hear	hear	vvi
.	.	y
