@@220334	##	fo
In	in	ii
that	that	dd1
turbulent	turbulent	jj
country	country	nn1
ruled	rule	vvd_vvn
over	over	rp
by	by	ii
Amir	amir	np1
Amanullah	amanullah	np1
Khan	khan	nna
,	,	y
was	be	vbdz
sentenced	sentence	vvn
to	to	ii
death	death	nn1
an	an	at1
Italian	italian	jj_nn1
engineer	engineer	nn1
.	.	y
He	he	pphs1
became	become	vvd
implicated	implicate	vvd_vvn@_jj@
in	in	ii
a	a	at1
brawl	brawl	nn1
in	in	ii
Kabul	kabul	np1
,	,	y
the	the	at
capital	capital	nn1
.	.	y
The	the	at
police	police	nn2
tried	try	vvd
to	to	to
arrest	arrest	vvi
him	him	ppho1
.	.	y
The	the	at
engineer	engineer	nn1
defied	defy	vvd_vvn
them	them	ppho2
.	.	y
The	the	at
police	police	nn2
persisted	persist	vvd_vvn
.	.	y
The	the	at
engineer	engineer	nn1
shot	shot	nn1_vvd_vvn
,	,	y
killed	kill	vvd_vvn
a	a	at1
Bobby	bobby	nn1@_np1
.	.	y
Finally	finally	rr
,	,	y
the	the	at
engineer	engineer	nn1
surrendered	surrender	vvd_vvn
,	,	y
was	be	vbdz
tried	try	vvn@_jj@
,	,	y
was	be	vbdz
condemned	condemn	vvn
to	to	ii
death	death	nn1
.	.	y
<P>	<p>	null	
Although	although	cs
attempts	attempt	nn2
were	be	vbdr
being	be	vbg
made	make	vvn
to	to	to
patch	patch	vvi
the	the	at
matter	matter	nn1
up	up	rp
by	by	ii
payment	payment	nn1
of	of	io
"	"	"
blood	blood	nn1
money	money	nn1
"	"	"
,	,	y
in	in	ii31
accordance	accordance	ii32
with	with	ii33
a	a	at1
tribal	tribal	jj
custom	custom	nn1
,	,	y
members	member	nn2
of	of	io
the	the	at
Italian	italian	jj_nn1
colony	colony	nn1
became	become	vvd
irate	irate	jj
,	,	y
declared	declare	vvd_vvn
that	that	cst
the	the	at
engineer	engineer	nn1
had	have	vhd
not	not	xx
had	have	vhn
a	a	at1
fair	fair	jj
trial	trial	nn1
.	.	y
Some	some	dd
of	of	io
them	them	ppho2
became	become	vvd
disgusted	disgusted	jj
,	,	y
left	leave	vvd_vvn
the	the	at
country	country	nn1
.	.	y
